Instance,,PanSampler-λ1,,,PanSampler-λ10,,,PanSampler-λ50,,,PanSampler-λ100,
QF_BV/sage/app1/bench_183,,1,14.68,,1,15.03,,1,19.27,,1,20.26
QF_BV/sage/app1/bench_184,,1,16.02,,1,15.08,,1,17.34,,1,19.66
QF_BV/sage/app1/bench_185,,1,13.77,,1,13.75,,1,18.93,,1,19.33
QF_BV/sage/app1/bench_1873,,1,72.88,,1,37.82,,1,57.23,,1,61.86
QF_BV/sage/app1/bench_1877,,1,37.8,,1,31.4,,1,50.4,,1,59.85
QF_BV/sage/app1/bench_188,,1,21,,1,13.01,,1,22.15,,1,24.11
QF_BV/sage/app1/bench_191,,1,15.89,,1,13.1,,1,17.91,,1,19.16
QF_BV/sage/app1/bench_1913,,1,45.93,,1,40.01,,1,58.76,,1,74.58
QF_BV/sage/app1/bench_1914,,1,37.13,,1,43.44,,1,52.03,,1,59.67
QF_BV/sage/app1/bench_1915,,1,39.63,,1,34.48,,1,58.22,,1,52.54
QF_BV/sage/app1/bench_1916,,1,39.85,,1,36.56,,1,46.2,,1,57.73
QF_BV/sage/app1/bench_1917,,1,36.6,,1,35.8,,1,51.34,,1,56.4
QF_BV/sage/app1/bench_1920,,1,66.48,,1,32.26,,1,43.46,,1,45.86
QF_BV/sage/app1/bench_1924,,1,40.81,,1,33.81,,1,54.44,,1,60.32
QF_BV/sage/app1/bench_1950,,1,42.93,,1,38.19,,1,56.85,,1,67.01
QF_BV/sage/app1/bench_2004,,1,39.58,,1,44.85,,1,50.92,,1,54.72
QF_BV/sage/app1/bench_2005,,1,30.87,,1,35.69,,1,39.57,,1,51.42
QF_BV/sage/app1/bench_201,,1,15.82,,1,12.34,,1,20.26,,1,22.46
QF_BV/sage/app1/bench_2020,,1,35.57,,1,29.92,,1,49.98,,1,60.24
QF_BV/sage/app1/bench_2021,,1,28.04,,1,23.79,,1,43.84,,1,48.59
QF_BV/sage/app1/bench_2022,,1,31.29,,1,29.77,,1,36.84,,1,45.43
QF_BV/sage/app1/bench_2024,,1,32.12,,1,30.26,,1,40.15,,1,47.09
QF_BV/sage/app1/bench_2025,,1,42.81,,1,24,,1,42.18,,1,48.29
QF_BV/sage/app1/bench_2028,,1,36.41,,1,27.39,,1,44.71,,1,47.93
QF_BV/sage/app1/bench_2031,,1,48.39,,1,40.14,,1,55.43,,1,54.99
QF_BV/sage/app1/bench_2088,,1,27.42,,1,29.36,,1,43.88,,1,45.88
QF_BV/sage/app1/bench_2089,,1,50.45,,1,40.4,,1,61.52,,1,80.17
QF_BV/sage/app1/bench_2124,,1,32.94,,1,27.13,,1,36.9,,1,44.54
QF_BV/sage/app1/bench_2128,,1,31.52,,1,32.01,,1,46.07,,1,37.58
QF_BV/sage/app1/bench_2129,,1,49.69,,1,50.7,,1,53.84,,1,66.22
QF_BV/sage/app1/bench_2133,,1,33.6,,1,33.26,,1,36.71,,1,47.38
QF_BV/sage/app1/bench_2135,,1,31.29,,1,25.05,,1,46.38,,1,47.59
QF_BV/sage/app1/bench_2138,,1,30.54,,1,30.97,,1,48.01,,1,52.78
QF_BV/sage/app1/bench_2141,,1,28.44,,1,21.2,,1,42.29,,1,40.69
QF_BV/sage/app1/bench_2173,,1,40.04,,1,45.72,,1,57.4,,1,54.85
QF_BV/sage/app1/bench_2219,,1,34.48,,1,29.26,,1,52.72,,1,53.64
QF_BV/sage/app1/bench_2252,,1,22.6,,1,19.83,,1,32.8,,1,31.99
QF_BV/sage/app1/bench_2257,,1,27.57,,1,17.78,,1,32.98,,1,38.46
QF_BV/sage/app1/bench_2258,,1,31.32,,1,24.99,,1,39.91,,1,43.11
QF_BV/sage/app1/bench_2262,,1,27.99,,1,26.93,,1,32.34,,1,30.93
QF_BV/sage/app1/bench_2263,,1,23.71,,1,22.15,,1,30.47,,1,34.1
QF_BV/sage/app1/bench_2266,,1,24.24,,1,19.63,,1,29.58,,1,30.13
QF_BV/sage/app1/bench_2270,,1,24.89,,1,17.68,,1,29.72,,1,36.69
QF_BV/sage/app1/bench_2293,,1,26.08,,1,25.95,,1,36.68,,1,38.15
QF_BV/sage/app1/bench_2322,,1,46.97,,1,44.44,,1,57.78,,1,73.19
QF_BV/sage/app1/bench_2330,,1,27.8,,1,24.64,,1,37.93,,1,33.74
QF_BV/sage/app1/bench_2365,,1,18.63,,1,17.96,,1,27.21,,1,33.12
QF_BV/sage/app1/bench_2367,,1,33.01,,1,40.93,,1,53.74,,1,80.67
QF_BV/sage/app1/bench_2370,,1,21.61,,1,18.86,,1,26.98,,1,26.61
QF_BV/sage/app1/bench_2371,,1,23.88,,1,19.25,,1,31.75,,1,36.41
QF_BV/sage/app1/bench_2375,,1,31.92,,1,16.25,,1,21.66,,1,23.48
QF_BV/sage/app1/bench_2376,,1,20.61,,1,19.14,,1,29,,1,24.7
QF_BV/sage/app1/bench_2380,,1,20.31,,1,19.7,,1,23.4,,1,30.47
QF_BV/sage/app1/bench_2383,,1,21.36,,1,18.17,,1,24.12,,1,28.16
QF_BV/sage/app1/bench_2405,,1,21.37,,1,20.95,,1,29.64,,1,29.31
QF_BV/sage/app1/bench_2428,,1,21.71,,1,18.97,,1,30.56,,1,36.42
QF_BV/sage/app1/bench_2461,,1,17.69,,1,18.41,,1,22.99,,1,26.92
QF_BV/sage/app1/bench_2465,,1,20.97,,1,19.62,,1,23.23,,1,20.44
QF_BV/sage/app1/bench_2466,,1,15.73,,1,14.81,,1,23.4,,1,25.86
QF_BV/sage/app1/bench_2468,,1,17.34,,1,18.73,,1,26.15,,1,24.18
QF_BV/sage/app1/bench_2472,,1,18.05,,1,15.37,,1,22.19,,1,25.7
QF_BV/sage/app1/bench_2473,,1,17.78,,1,16.21,,1,25.8,,1,24.13
QF_BV/sage/app1/bench_2474,,1,15.87,,1,13.69,,1,21.66,,1,23.45
QF_BV/sage/app1/bench_2477,,1,28.72,,1,16.53,,1,22.55,,1,23.23
QF_BV/sage/app1/bench_2481,,1,16.67,,1,15.14,,1,21.58,,1,24.35
QF_BV/sage/app1/bench_2525,,1,17.11,,1,14.1,,1,22.89,,1,28.61
QF_BV/sage/app1/bench_2529,,1,16.13,,1,14.53,,1,19.82,,1,21.67
QF_BV/sage/app1/bench_2547,,1,16.24,,1,14.14,,1,21.72,,1,25
QF_BV/sage/app1/bench_2582,,1,17.22,,1,18.62,,1,21.29,,1,22.89
QF_BV/sage/app1/bench_2586,,1,15.57,,1,13.93,,1,21.73,,1,23
QF_BV/sage/app1/bench_2587,,1,17.03,,1,12.55,,1,21.3,,1,25.09
QF_BV/sage/app1/bench_2588,,1,19.32,,1,15.39,,1,22.31,,1,22.53
QF_BV/sage/app1/bench_2593,,1,31.29,,1,12.87,,1,19.75,,1,21.99
QF_BV/sage/app1/bench_2594,,1,16.19,,1,17.67,,1,22.69,,1,24.1
QF_BV/sage/app1/bench_2595,,1,19.39,,1,14.42,,1,22.15,,1,23.26
QF_BV/sage/app1/bench_2598,,1,14.44,,1,16.43,,1,20.85,,1,24.65
QF_BV/sage/app1/bench_2602,,1,15.9,,1,13.25,,1,21.22,,1,20.55
QF_BV/sage/app1/bench_2634,,1,17.3,,1,15.57,,1,23.6,,1,24.38
QF_BV/sage/app1/bench_2644,,1,40.8,,1,41.63,,1,75.86,,1,62.62
QF_BV/sage/app1/bench_2660,,1,15.34,,1,16.17,,1,20.38,,1,20.59
QF_BV/sage/app1/bench_268,,1,13.55,,1,12.32,,1,18.81,,1,18.59
QF_BV/sage/app1/bench_29,,1,25.48,,1,15.92,,1,26.27,,1,26.14
QF_BV/sage/app1/bench_310,,1,16.26,,1,13.23,,1,22.97,,1,25.66
QF_BV/sage/app1/bench_313,,1,16.77,,1,13.46,,1,20.43,,1,24.45
QF_BV/sage/app1/bench_32,,1,15.35,,1,16.52,,1,23.18,,1,25.57
QF_BV/sage/app1/bench_329,,1,14.46,,1,13.5,,1,20.5,,1,23.43
QF_BV/sage/app1/bench_333,,1,14,,1,13.99,,1,21.39,,1,23.91
QF_BV/sage/app1/bench_334,,1,17.74,,1,15.93,,1,19.56,,1,22.79
QF_BV/sage/app1/bench_335,,1,13.9,,1,16.29,,1,18.99,,1,20.37
QF_BV/sage/app1/bench_338,,1,14.45,,1,13.83,,1,21.8,,1,26.72
QF_BV/sage/app1/bench_342,,1,14.42,,1,16.03,,1,20.97,,1,23.96
QF_BV/sage/app1/bench_343,,1,27.41,,1,13.98,,1,21.11,,1,20.38
QF_BV/sage/app1/bench_344,,1,14.77,,1,14.49,,1,20.25,,1,21.29
QF_BV/sage/app1/bench_345,,1,14.26,,1,13.81,,1,22.01,,1,23.05
QF_BV/sage/app1/bench_349,,1,16.76,,1,13.15,,1,20.03,,1,23.85
QF_BV/sage/app1/bench_352,,1,14.54,,1,13.65,,1,21.25,,1,22.8
QF_BV/sage/app1/bench_356,,1,15.39,,1,12.89,,1,18.68,,1,21.71
QF_BV/sage/app1/bench_37,,1,36.92,,1,34.52,,1,64.14,,1,63.92
QF_BV/sage/app1/bench_372,,2,43.57,,2,25.84,,2,37.68,,2,37.35
QF_BV/sage/app1/bench_4,,1,74.37,,1,36.36,,1,62.24,,1,54.14
QF_BV/sage/app1/bench_407,,2,31.16,,2,29.39,,2,34.77,,2,36.56
QF_BV/sage/app1/bench_411,,2,33.81,,2,26.75,,2,33.61,,2,39.03
QF_BV/sage/app1/bench_412,,2,45.05,,2,26.79,,2,34.8,,2,40.03
QF_BV/sage/app1/bench_413,,2,26.99,,2,27.59,,2,36,,2,33.84
QF_BV/sage/app1/bench_415,,2,31.38,,2,30.62,,2,32.93,,2,36.9
QF_BV/sage/app1/bench_419,,2,48.27,,2,26.39,,2,34.04,,2,35.41
QF_BV/sage/app1/bench_420,,2,30.15,,2,27.88,,2,34.64,,2,37.23
QF_BV/sage/app1/bench_421,,2,35.83,,2,26.68,,2,36.29,,2,35.78
QF_BV/sage/app1/bench_422,,2,27.17,,2,30.06,,2,33.75,,2,41.38
QF_BV/sage/app1/bench_426,,2,24.45,,2,24.4,,2,36.26,,2,34.66
QF_BV/sage/app1/bench_429,,2,26.47,,2,23.49,,2,35.3,,2,32.57
QF_BV/sage/app1/bench_443,,2,25.88,,2,28.85,,2,38.39,,2,43.34
QF_BV/sage/app1/bench_47,,1,17.24,,1,14.13,,1,23.25,,1,24.12
QF_BV/sage/app1/bench_52,,1,15.99,,1,16.67,,1,24.64,,1,20.65
QF_BV/sage/app1/bench_53,,1,29.85,,1,14.12,,1,22.08,,1,22.4
QF_BV/sage/app1/bench_54,,1,16.37,,1,17.39,,1,21.29,,1,23.16
QF_BV/sage/app1/bench_55,,1,15.79,,1,13.49,,1,22.71,,1,25.58
QF_BV/sage/app1/bench_552,,2,29.33,,2,27.49,,2,35.51,,2,33.89
QF_BV/sage/app1/bench_556,,2,27.85,,2,25.4,,2,36.98,,2,33.44
QF_BV/sage/app1/bench_562,,2,24.91,,2,24.82,,2,33.36,,2,32.37
QF_BV/sage/app1/bench_564,,2,43.8,,2,25.6,,2,30.74,,2,36.22
QF_BV/sage/app1/bench_567,,2,24.67,,2,25.56,,2,33.62,,2,37.48
QF_BV/sage/app1/bench_571,,2,23.79,,2,25.65,,2,33.21,,2,36.85
QF_BV/sage/app1/bench_60,,1,16.12,,1,13.32,,1,22.99,,1,24.63
QF_BV/sage/app1/bench_602,,2,26.36,,2,26.26,,2,34.96,,2,42.81
QF_BV/sage/app1/bench_61,,1,22.94,,1,13.99,,1,22.47,,1,22.82
QF_BV/sage/app1/bench_611,,2,26.74,,2,30.65,,2,37.46,,2,34.18
QF_BV/sage/app1/bench_62,,1,16.47,,1,14.44,,1,20.29,,1,21.79
QF_BV/sage/app1/bench_620,,2,25.71,,2,31.39,,2,34.12,,2,38.3
QF_BV/sage/app1/bench_629,,2,24.98,,2,29.58,,2,35.09,,2,38.42
QF_BV/sage/app1/bench_63,,1,13.45,,1,16.62,,1,23.8,,1,22.24
QF_BV/sage/app1/bench_638,,2,32.27,,2,29.04,,2,33.64,,2,32.97
QF_BV/sage/app1/bench_646,,2,24.34,,2,23.18,,2,35.15,,2,40.78
QF_BV/sage/app1/bench_655,,2,28.34,,2,23.66,,2,34.19,,2,41.67
QF_BV/sage/app1/bench_66,,1,16.33,,1,16.14,,1,18.28,,1,25.02
QF_BV/sage/app1/bench_664,,2,35.29,,2,21.99,,2,32.34,,2,37.63
QF_BV/sage/app1/bench_674,,2,25.06,,2,24.68,,2,31.52,,2,37.26
QF_BV/sage/app1/bench_681,,1,44.81,,1,44.08,,1,62.93,,1,69.24
QF_BV/sage/app1/bench_683,,2,24.39,,2,22.12,,2,30.08,,2,30.27
QF_BV/sage/app1/bench_69,,1,19.76,,1,13.75,,1,19.68,,1,24.88
QF_BV/sage/app1/bench_691,,2,22.72,,2,26.48,,2,31.24,,2,31.94
QF_BV/sage/app1/bench_692,,1,85.72,,1,37.25,,1,61.06,,1,70.68
QF_BV/sage/app1/bench_699,,2,27.98,,2,22.73,,2,29.49,,2,32.85
QF_BV/sage/app1/bench_707,,2,22.93,,2,25.38,,2,27.86,,2,32.45
QF_BV/sage/app1/bench_715,,2,33.92,,2,23.75,,2,28.32,,2,28.1
QF_BV/sage/app1/bench_722,,2,20.82,,2,21.85,,2,28.81,,2,29
QF_BV/sage/app1/bench_730,,2,20.98,,2,24.29,,2,29.07,,2,32.45
QF_BV/sage/app1/bench_738,,2,23.88,,2,20.04,,2,24.88,,2,27.85
QF_BV/sage/app1/bench_745,,2,22.21,,2,20.34,,2,27.5,,2,35.7
QF_BV/sage/app1/bench_753,,2,22.44,,2,19.52,,2,22.64,,2,24.78
QF_BV/sage/app1/bench_761,,2,22.2,,2,20.41,,2,20.53,,2,20.56
QF_BV/sage/app1/bench_836,,1,57.34,,1,45.71,,1,66.14,,1,68.13
QF_BV/sage/app1/bench_847,,1,49.14,,1,54.24,,1,70.57,,1,71.52
QF_BV/sage/app1/bench_858,,1,48.19,,1,51.62,,1,62.13,,1,72.93
QF_BV/sage/app1/bench_869,,1,47.16,,1,41.23,,1,60.4,,1,61.1
QF_BV/sage/app1/bench_880,,1,51.61,,1,48.12,,1,64.09,,1,71.8
QF_BV/sage/app1/bench_914,,1,32.18,,1,28.09,,1,48.59,,1,53.69
QF_BV/sage/app1/bench_926,,2,20.65,,2,16.1,,2,21.14,,2,23.75
QF_BV/sage/app1/bench_947,,1,44.86,,1,42.87,,1,44.28,,1,46.63
QF_BV/sage/app1/bench_983,,2,17.81,,2,19.17,,2,20.34,,2,22.84
QF_BV/sage/app1/bench_985,,2,18.37,,2,16.94,,2,22.03,,2,25
QF_BV/sage/app1/bench_987,,2,20.08,,2,18.6,,2,21.61,,2,20.95
QF_BV/sage/app1/bench_989,,2,19.37,,2,17.04,,2,21.73,,2,29.45
QF_BV/sage/app1/bench_99,,1,15.07,,1,12.54,,1,21.26,,1,23.78
QF_BV/sage/app1/bench_992,,2,29.31,,2,17.98,,2,21.52,,2,22.87
QF_BV/sage/app1/bench_994,,2,19.21,,2,18.32,,2,22.24,,2,23.81
QF_BV/sage/app1/bench_996,,2,21.28,,2,18.17,,2,22.64,,2,24.66
QF_BV/sage/app1/bench_998,,2,19.87,,2,17.44,,2,23.47,,2,22.35
QF_BV/sage/app12/bench_103,,1,1.71,,1,2.19,,1,3.04,,1,3.2
QF_BV/sage/app12/bench_1058,,1,1.86,,1,1.97,,1,3,,1,2.95
QF_BV/sage/app12/bench_1181,,1,2.26,,1,2.1,,1,2.58,,1,3.69
QF_BV/sage/app12/bench_1203,,1,2.11,,1,2.06,,1,2.68,,1,3.3
QF_BV/sage/app12/bench_1226,,1,2.03,,1,2.15,,1,2.57,,1,3.55
QF_BV/sage/app12/bench_1281,,1,2.98,,1,2.32,,1,3.36,,1,3.15
QF_BV/sage/app12/bench_1325,,1,3.01,,1,2.19,,1,2.95,,1,3.09
QF_BV/sage/app12/bench_1448,,1,2.05,,1,2.24,,1,2.64,,1,3.19
QF_BV/sage/app12/bench_1459,,1,1.84,,1,2.08,,1,2.96,,1,2.87
QF_BV/sage/app12/bench_1470,,1,1.71,,1,2.23,,1,3.01,,1,3.38
QF_BV/sage/app12/bench_1503,,1,1.79,,1,2.06,,1,2.44,,1,3.27
QF_BV/sage/app12/bench_1536,,1,1.8,,1,1.96,,1,2.47,,1,3.41
QF_BV/sage/app12/bench_1547,,1,1.89,,1,2.29,,1,2.69,,1,3.19
QF_BV/sage/app12/bench_1570,,1,5.15,,1,5.11,,1,5.17,,1,6.52
QF_BV/sage/app12/bench_1592,,1,5.02,,1,4.01,,1,4.82,,1,6.03
QF_BV/sage/app12/bench_1603,,1,4.76,,1,3.95,,1,5.37,,1,5.65
QF_BV/sage/app12/bench_1614,,1,2.96,,1,2.8,,1,4.04,,1,4.23
QF_BV/sage/app12/bench_1625,,1,6.36,,1,2.87,,1,3.64,,1,3.63
QF_BV/sage/app12/bench_1636,,1,4.37,,1,4.27,,1,5.27,,1,5.17
QF_BV/sage/app12/bench_1669,,1,2.5,,1,2.03,,1,3.25,,1,3.78
QF_BV/sage/app12/bench_1670,,1,7.07,,1,5.03,,1,5.51,,1,5.08
QF_BV/sage/app12/bench_1681,,1,4.97,,1,4.25,,1,5.27,,1,5.17
QF_BV/sage/app12/bench_1692,,1,5.01,,1,4.44,,1,5.43,,1,5.51
QF_BV/sage/app12/bench_1780,,1,2.52,,1,2.08,,1,2.64,,1,2.98
QF_BV/sage/app12/bench_1803,,1,5.83,,1,4.75,,1,5.13,,1,6.13
QF_BV/sage/app12/bench_1914,,1,3.89,,1,3.91,,1,5.2,,1,6.59
QF_BV/sage/app12/bench_2047,,1,4.66,,1,3.97,,1,5.4,,1,5.63
QF_BV/sage/app12/bench_2113,,1,2.45,,1,2.4,,1,2.56,,1,3.17
QF_BV/sage/app12/bench_237,,1,2.28,,1,2.61,,1,2.7,,1,2.82
QF_BV/sage/app12/bench_259,,1,2.16,,1,2.6,,1,2.39,,1,3.27
QF_BV/sage/app12/bench_2625,,1,4.04,,1,4.27,,1,5.23,,1,5.27
QF_BV/sage/app12/bench_2714,,1,3.89,,1,4.5,,1,5.37,,1,5.22
QF_BV/sage/app12/bench_2780,,1,2.24,,1,2.09,,1,2.83,,1,3.04
QF_BV/sage/app12/bench_281,,1,2.06,,1,2.19,,1,2.78,,1,3.58
QF_BV/sage/app12/bench_2847,,1,3.98,,1,4.16,,1,5.41,,1,5.43
QF_BV/sage/app12/bench_2869,,1,5.22,,1,4.27,,1,5.43,,1,5.4
QF_BV/sage/app12/bench_2892,,1,3.97,,1,4.16,,1,5.23,,1,5.81
QF_BV/sage/app12/bench_2914,,1,4.09,,1,3.7,,1,5.22,,1,5.38
QF_BV/sage/app12/bench_2969,,1,3.84,,1,3.84,,1,5.23,,1,5.31
QF_BV/sage/app12/bench_3,,1,2.16,,1,2.62,,1,2.65,,1,4.19
QF_BV/sage/app12/bench_3014,,1,5.33,,1,4.2,,1,4.77,,1,5.4
QF_BV/sage/app12/bench_3113,,1,3.16,,1,2.08,,1,2.42,,1,3.33
QF_BV/sage/app12/bench_3202,,1,4.06,,1,4.03,,1,5.16,,1,5.58
QF_BV/sage/app12/bench_3236,,1,3.97,,1,4.02,,1,4.68,,1,5.34
QF_BV/sage/app12/bench_3247,,1,3.82,,1,4.12,,1,5.16,,1,4.91
QF_BV/sage/app12/bench_3258,,1,3.99,,1,3.87,,1,4.82,,1,5.78
QF_BV/sage/app12/bench_3291,,1,3.87,,1,3.93,,1,5.12,,1,5.12
QF_BV/sage/app12/bench_3324,,1,4.86,,1,4.5,,1,5.61,,1,5.53
QF_BV/sage/app12/bench_3337,,1,4.68,,1,4.36,,1,5.12,,1,5.8
QF_BV/sage/app12/bench_3359,,1,7.02,,1,4.98,,1,6.06,,1,6.39
QF_BV/sage/app12/bench_336,,1,2.32,,1,1.97,,1,3.05,,1,3.38
QF_BV/sage/app12/bench_3381,,1,5.2,,1,4.97,,1,6.69,,1,6.6
QF_BV/sage/app12/bench_3392,,1,6.37,,1,4.63,,1,6.29,,1,6.22
QF_BV/sage/app12/bench_3403,,1,8.92,,1,4.99,,1,6.5,,1,6.9
QF_BV/sage/app12/bench_3414,,1,4.98,,1,4.84,,1,5.48,,1,5.99
QF_BV/sage/app12/bench_3425,,1,5.39,,1,4.72,,1,6.33,,1,6.14
QF_BV/sage/app12/bench_3447,,1,1.8,,1,2.06,,1,2.71,,1,3.93
QF_BV/sage/app12/bench_3459,,1,5.9,,1,4.74,,1,6.28,,1,7.23
QF_BV/sage/app12/bench_3470,,1,6.26,,1,5.43,,1,6.3,,1,8.15
QF_BV/sage/app12/bench_3481,,1,4.88,,1,4.92,,1,6.03,,1,6.89
QF_BV/sage/app12/bench_3558,,1,1.79,,1,2.04,,1,3.16,,1,3.45
QF_BV/sage/app12/bench_359,,1,2.57,,1,2.46,,1,3.13,,1,2.83
QF_BV/sage/app12/bench_3592,,1,4.92,,1,4.63,,1,5.84,,1,6.84
QF_BV/sage/app12/bench_3703,,1,5.7,,1,4.32,,1,5.68,,1,6.32
QF_BV/sage/app12/bench_381,,1,2.74,,1,2.2,,1,2.75,,1,3.18
QF_BV/sage/app12/bench_3836,,1,4.74,,1,4.19,,1,4.85,,1,6.18
QF_BV/sage/app12/bench_392,,1,1.87,,1,2.36,,1,2.69,,1,3.17
QF_BV/sage/app12/bench_4114,,1,6.19,,1,4.72,,1,5.23,,1,5.38
QF_BV/sage/app12/bench_4202,,1,4.68,,1,5.59,,1,6.01,,1,6.56
QF_BV/sage/app12/bench_448,,1,4.17,,1,2.36,,1,2.5,,1,3.29
QF_BV/sage/app12/bench_459,,1,1.74,,1,2.14,,1,2.85,,1,2.87
QF_BV/sage/app12/bench_4681,,1,5.68,,1,4.24,,1,5.58,,1,6.42
QF_BV/sage/app12/bench_5258,,1,4.48,,1,4.1,,1,6.17,,1,6.02
QF_BV/sage/app12/bench_5324,,1,5.34,,1,5.4,,1,5.5,,1,5.92
QF_BV/sage/app12/bench_5327,,1,4.94,,1,4.77,,1,5.53,,1,5.69
QF_BV/sage/app12/bench_5328,,1,5.28,,1,5.14,,1,5.15,,1,6.01
QF_BV/sage/app12/bench_5329,,1,4.83,,1,4.32,,1,5.61,,1,5.81
QF_BV/sage/app12/bench_5333,,1,5.01,,1,4.15,,1,6.18,,1,6.52
QF_BV/sage/app12/bench_5334,,1,4.36,,1,4.08,,1,5.51,,1,5.73
QF_BV/sage/app12/bench_5335,,1,4.64,,1,3.91,,1,5.48,,1,6.25
QF_BV/sage/app12/bench_5348,,1,4.89,,1,4.06,,1,5.59,,1,5.71
QF_BV/sage/app12/bench_5349,,1,4.52,,1,4.4,,1,5.9,,1,6.07
QF_BV/sage/app12/bench_5350,,1,4.58,,1,4.79,,1,5.54,,1,6.21
QF_BV/sage/app12/bench_5354,,1,4.63,,1,4.4,,1,5.28,,1,5.98
QF_BV/sage/app12/bench_5361,,1,4.62,,1,4.69,,1,6.35,,1,6.85
QF_BV/sage/app12/bench_5365,,1,4.79,,1,5.18,,1,5.19,,1,5.6
QF_BV/sage/app12/bench_5367,,1,5.07,,1,5.54,,1,5.88,,1,6.85
QF_BV/sage/app12/bench_5369,,1,5.44,,1,4.97,,1,6.31,,1,7.01
QF_BV/sage/app12/bench_5370,,1,5.3,,1,5.18,,1,6.93,,1,6.38
QF_BV/sage/app12/bench_5371,,1,5.12,,1,4.67,,1,5.88,,1,7.2
QF_BV/sage/app12/bench_5372,,1,4.65,,1,4.31,,1,5.86,,1,6.9
QF_BV/sage/app12/bench_5373,,1,5.72,,1,4.8,,1,6.82,,1,7.79
QF_BV/sage/app12/bench_5377,,1,6.49,,1,5.09,,1,6.51,,1,7.02
QF_BV/sage/app12/bench_5378,,1,6.02,,1,5.03,,1,5.71,,1,6.93
QF_BV/sage/app12/bench_5379,,1,5.76,,1,5.88,,1,6.63,,1,7.66
QF_BV/sage/app12/bench_5390,,1,8.32,,1,5.76,,1,5.93,,1,6.76
QF_BV/sage/app12/bench_5401,,1,4.56,,1,4.39,,1,6.41,,1,6.19
QF_BV/sage/app12/bench_5414,,1,4.73,,1,4.26,,1,5.31,,1,5.68
QF_BV/sage/app12/bench_5445,,1,4.33,,1,4.77,,1,5.88,,1,7.06
QF_BV/sage/app12/bench_5457,,1,4.49,,1,5.08,,1,5.49,,1,7.13
QF_BV/sage/app12/bench_5461,,1,6.04,,1,5.19,,1,6.82,,1,5.96
QF_BV/sage/app12/bench_5520,,1,4.66,,1,5.56,,1,6.6,,1,6.17
