ALL,,PanSampler,,,PanSampler-Alt1,,,PanSampler-Alt2,,,PanSampler-Alt3,
coverage,#suc,#sol,#time,#suc,#sol,#time,#suc,#sol,#time,#suc,#sol,#time
80%,213,1.6,7.6,199,9.5,19.5,212,1.6,6.8,212,1.9,6.6
90%,212,2.6,10.6,175,38.9,20.6,210,2.8,11.2,206,8.6,9.7
95%,212,8.1,14.5,147,53.3,24.7,199,5.0,13.4,188,3.8,10.4
98%,205,12.4,21.2,111,43.9,19.4,175,10.3,21.8,168,6.8,19.2
99%,198,20.7,29.4,96,51.8,55.7,162,14.4,28.7,155,7.5,19.4
99.5%,193,18.0,36.7,90,43.4,26.5,150,30.0,58.4,146,10.6,34.0
