Instance,,PanSampler,,,SMTSampler,,,GuidedSampler,,,CSB,
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,5,88.39,,55,327.95,,444,2892.99,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,4,89.06,,472,2455.96,,509,3095.2,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,4,71.13,,84,350.38,,414,3140.22,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,4,69.83,,54,347.13,,500,3256.82,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,5,78.54,,85,380.76,,596,2975.1,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,4,76.48,,57,446.21,,454,3328.75,,--,--
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,3,1.64,,113,8.31,,101,5.81,,4,0.27
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,4,1.88,,96,12.19,,102,9.68,,5,0.25
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,4,2.33,,146,19.86,,138,10.39,,4,0.24
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,4,2.49,,167,19.67,,169,21.19,,5,0.41
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,2.93,,1,0.18,,1,0.58,,--,--
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,6,3.05,,224,16.42,,224,16.57,,4,0.54
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,5,4.15,,271,21.62,,271,20.73,,3,0.28
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,4,1.25,,70,1.71,,70,2.2,,3,0.13
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,4,1.33,,78,2.14,,83,2.83,,4,0.47
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,5,2.92,,129,5.78,,137,5.75,,3,0.09
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,5,3.39,,145,4.76,,143,3.87,,5,0.11
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,6,4.46,,149,4.77,,162,4.64,,4,0.12
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,5,3.72,,184,6.07,,169,6.94,,4,0.15
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,5,4.9,,175,7.43,,185,9.95,,4,0.48
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,3,1.87,,44,2.02,,44,2.07,,2,0.1
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,2,1.52,,50,2.35,,50,2.85,,2,0.1
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,2,1.54,,15,0.4,,15,0.45,,2,0.11
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,2,2.28,,3,0.14,,3,0.1,,2,0.11
QF_BV/tacas07/s-40-50-bv,,7,168.17,,14,161.69,,12,171.19,,11,2424.77
,,,,,,,,,,,,
QF_ABV/bench_ab/a271test0009,,2,0.12,,2,0.05,,2,0.07,,--,--
QF_ABV/bench_ab/a283test0002,,2,0.05,,7,0.27,,--,--,,--,--
QF_ABV/bench_ab/a288test0004,,2,0.11,,16,0.56,,--,--,,--,--
QF_ABV/bench_ab/a296test0002,,1,2.05,,1,0.33,,1,0.1,,--,--
QF_ABV/bench_ab/a84test0002,,2,0.04,,8,0.28,,--,--,,--,--
QF_ABV/bench_ab/b264test0001,,1,0.07,,1,0.03,,1,0.08,,--,--
QF_ABV/bmc-arrays/ex20,,4,68.47,,--,--,,--,--,,--,--
QF_ABV/bmc-arrays/ex6,,9,1.15,,75,2.3,,--,--,,--,--
QF_ABV/bmc-arrays/inf4,,1,0.59,,1,5.57,,1,5.86,,--,--
QF_ABV/bmc-arrays/simple_control_on_input,,4,9.2,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_cut.hash_get_entries.il.dwp,,5,108.84,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_setuidgid.get_quoting_style.il.dwp,,137,4.26,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_kill.close_stdout_set_file_name.il.dwp,,9,1.01,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_hostid.set_quoting_style.il.fse-bfs,,4,1.7,,91,3.87,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.bkm_scale.il.fse-bfs,,6,6.64,,235,24.44,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.set_quoting_style.il.fse-bfs,,3,1.62,,91,3.58,,91,7.94,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,8,0.54,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_expr.set_char_quoting.il.dwp,,8,0.6,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_split.set_char_quoting.il.dwp,,9,0.63,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_whoami.set_quoting_style.il.dwp,,681,48.7,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try4_true_functions_dwp_nl.get_quoting_style.il.dwp,,8,0.27,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_echo.set_quoting_style.il.dwp,,4,12.31,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_factor.close_stdout_set_file_name.il.dwp,,4,0.77,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_touch.close_stdout_set_file_name.il.fse-bfs,,4,0.53,,67,2.59,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_vdir.strmode.il.fse-bfs,,4,17.88,,33,29.9,,14,163.76,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_mkdir.set_quoting_style.il.dwp,,66,2.4,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.rev_xstrcoll_size.il.dwp,,4,11.54,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.strcmp_ctime.il.dwp,,4,7.64,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_wp_stat.set_char_quoting.il.wp,,17,28.56,,--,--,,--,--,,--,--
QF_ABV/egt/egt-0474,,3,0.23,,18,0.67,,--,--,,--,--
QF_ABV/egt/egt-1526,,3,0.31,,14,0.8,,--,--,,--,--
QF_ABV/egt/egt-1550,,3,0.29,,61,2.15,,--,--,,--,--
QF_ABV/egt/egt-4211,,3,0.3,,10,0.59,,--,--,,--,--
QF_ABV/egt/egt-6650,,3,0.16,,44,1.15,,--,--,,--,--
QF_ABV/egt/egt-7155,,3,0.33,,10,0.44,,--,--,,--,--
QF_ABV/platania/no_init_simple_member/no_init_simple_member2,,2,0.26,,--,--,,--,--,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021458_0x7c80a939_00,,4,3.0,,45,31.47,,28,34.73,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021487_0x7c80aacd_00,,4,3.77,,33,22.83,,46,43.78,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021513_0x7c80ab56_00,,4,2.68,,45,38.03,,45,98.38,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021516_0x7c80ab62_00,,4,4.54,,33,48.53,,29,100.64,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021524_0x7c80ab81_00,,4,4.26,,45,38.96,,45,99.48,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021528_0x7c80ab8f_00,,4,3.91,,29,25.59,,32,65.52,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021530_0x7c80ab96_00,,4,3.53,,64,45.13,,46,97.5,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021534_0x7c80aba4_00,,4,4.21,,43,31.23,,46,47.23,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022152_0x7c80a939_00,,4,4.66,,28,28.2,,29,46.52,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022198_0x7c80ab39_00,,4,4.26,,48,34.88,,30,57.25,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022207_0x7c80ab56_00,,4,4.48,,48,33.06,,43,87.01,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022301_0x9503aad_00,,4,4.51,,47,43.26,,76,262.56,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022628_0x9502edb_00,,4,3.52,,60,91.88,,263,631.09,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022643_0x9502eaf_00,,4,5.49,,94,158.19,,82,318.04,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__014071,,7,2.08,,99,14.9,,110,23.99,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015045,,3,1.94,,65,31.86,,61,55.13,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015532,,3,2.52,,63,39.69,,58,64.36,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__016019,,3,3.02,,60,59.26,,59,94.43,,--,--
QF_ABV/stp_samples/run_00007.trace.cond_014512_0x950130a_00,,3,1.11,,107,6.27,,116,7.53,,--,--
QF_ABV/stp_samples/run_00007.trace.cond_014534_0x95026e6_00,,3,1.46,,116,36.35,,116,35.96,,--,--
,,,,,,,,,,,,
