Instance,,PanSampler,,,SMTSampler,,,GuidedSampler,,,CSB,
QF_BV/sage/app1/bench_1768,,2,0.11,,12,0.18,,12,0.3,,3,0.05
QF_BV/sage/app12/bench_1183,,2,12.37,,18,53.83,,17,35.62,,2,1.16
QF_BV/sage/app12/bench_1353,,2,1.37,,172,5.7,,172,8.62,,2,0.02
QF_BV/sage/app12/bench_2211,,1,0.41,,1,0.1,,1,0.1,,1,0.07
QF_BV/sage/app12/bench_2353,,3,16.89,,927,177.74,,927,201.0,,3,0.05
QF_BV/sage/app12/bench_363,,1,0.13,,1,0.11,,1,0.08,,1,0.04
QF_BV/sage/app12/bench_3921,,--,--,,11,0.15,,11,0.17,,3,0.44
QF_BV/sage/app12/bench_4066,,1,0.03,,1,0.03,,1,0.26,,1,0.08
QF_BV/sage/app12/bench_4177,,2,0.05,,12,0.11,,12,0.54,,4,0.48
QF_BV/sage/app12/bench_446,,2,0.13,,50,1.99,,50,2.94,,3,0.07
QF_BV/sage/app12/bench_5599,,2,0.15,,25,1.27,,25,0.91,,3,0.06
QF_BV/sage/app12/bench_797,,1,0.07,,1,0.02,,1,0.06,,1,0.06
QF_BV/sage/app12/bench_953,,2,0.09,,2,0.05,,2,0.05,,2,0.09
QF_BV/sage/app12/bench_971,,1,0.02,,1,0.04,,1,0.04,,1,0.04
QF_BV/sage/app2/bench_1196,,3,5.78,,241,24.62,,240,21.97,,3,1.38
QF_BV/sage/app2/bench_1387,,1,13.37,,1,0.74,,1,0.42,,1,0.45
QF_BV/sage/app2/bench_225,,3,5.57,,249,22.68,,247,25.18,,3,1.44
QF_BV/sage/app2/bench_278,,2,4.5,,12,1.08,,12,1.55,,2,0.52
QF_BV/sage/app2/bench_282,,1,2.62,,1,0.3,,1,0.64,,1,0.31
QF_BV/sage/app2/bench_458,,3,0.12,,21,0.69,,22,0.64,,3,0.06
QF_BV/sage/app2/bench_48,,7,3.31,,282,26.69,,282,25.27,,3,0.08
QF_BV/sage/app2/bench_642,,3,4.84,,292,38.67,,300,30.91,,3,0.74
QF_BV/sage/app2/bench_645,,2,1.15,,3,0.54,,3,0.44,,2,0.6
QF_BV/sage/app2/bench_664,,4,5.28,,278,27.69,,291,25.75,,3,0.58
QF_BV/sage/app2/bench_719,,4,6.76,,274,28.02,,292,35.16,,3,0.43
QF_BV/sage/app2/bench_830,,5,6.12,,315,25.91,,330,33.52,,3,0.32
QF_BV/sage/app2/bench_863,,3,5.01,,262,28.7,,264,41.36,,3,1.71
QF_BV/sage/app5/bench_1163,,3,0.73,,102,9.83,,128,8.2,,4,0.1
QF_BV/sage/app5/bench_1169,,1,0.04,,1,0.03,,1,0.07,,1,0.04
QF_BV/sage/app5/bench_1170,,3,0.74,,134,11.14,,139,15.95,,3,0.09
QF_BV/sage/app5/bench_1182,,3,7.45,,99,16.2,,100,13.87,,3,0.73
QF_BV/sage/app5/bench_1262,,2,0.15,,31,0.96,,24,0.47,,4,0.08
QF_BV/sage/app5/bench_1298,,1,0.08,,1,0.03,,1,0.1,,1,0.07
QF_BV/sage/app5/bench_349,,2,6.13,,120,23.16,,121,30.7,,3,0.58
QF_BV/sage/app5/bench_357,,2,6.89,,119,30.45,,118,25.98,,3,0.55
QF_BV/sage/app5/bench_42,,2,3.61,,17,5.02,,17,5.38,,2,0.19
QF_BV/sage/app5/bench_555,,1,0.03,,1,0.04,,1,0.04,,1,0.08
QF_BV/sage/app5/bench_565,,1,0.03,,1,0.02,,1,0.05,,1,0.06
QF_BV/sage/app5/bench_575,,3,0.13,,50,1.44,,51,1.27,,4,0.53
QF_BV/sage/app5/bench_597,,1,0.05,,1,0.18,,1,0.05,,1,0.04
QF_BV/sage/app5/bench_742,,1,0.17,,1,0.06,,1,0.07,,1,0.13
QF_BV/sage/app5/bench_794,,2,0.05,,26,0.33,,26,0.34,,3,0.06
QF_BV/sage/app5/bench_959,,2,0.4,,18,2.03,,20,2.56,,2,0.09
QF_BV/sage/app5/bench_960,,5,0.12,,26,0.33,,26,0.32,,3,0.06
QF_BV/sage/app8/bench_1892,,2,0.62,,17,1.15,,17,1.45,,2,0.56
QF_BV/sage/app8/bench_2006,,2,0.53,,15,1.18,,15,1.12,,3,0.09
QF_BV/sage/app8/bench_23,,2,1.7,,4,0.9,,4,0.74,,2,0.75
QF_BV/sage/app8/bench_2310,,2,0.31,,20,0.84,,18,0.59,,3,0.08
QF_BV/sage/app8/bench_2880,,3,1.21,,16,0.87,,15,1.24,,3,0.27
QF_BV/sage/app8/bench_3177,,2,1.21,,4,0.75,,5,0.72,,2,0.23
QF_BV/sage/app8/bench_3314,,2,0.95,,7,0.32,,7,0.29,,2,0.28
QF_BV/sage/app8/bench_3368,,2,0.94,,4,0.24,,3,0.13,,2,0.19
QF_BV/sage/app8/bench_3424,,2,0.58,,11,0.43,,9,0.49,,2,0.55
QF_BV/sage/app8/bench_3448,,1,0.15,,1,0.04,,1,0.07,,1,0.14
QF_BV/sage/app8/bench_3677,,2,0.16,,23,0.47,,23,0.45,,3,0.08
QF_BV/sage/app8/bench_3814,,2,0.62,,6,0.57,,6,0.45,,2,0.16
QF_BV/sage/app8/bench_3836,,2,0.07,,5,0.13,,5,0.67,,2,0.04
QF_BV/sage/app8/bench_400,,2,12.65,,12,12.93,,12,13.48,,2,32.89
QF_BV/sage/app8/bench_443,,2,11.49,,14,32.22,,12,9.5,,2,34.88
QF_BV/sage/app8/bench_498,,2,10.78,,12,14.79,,12,15.3,,--,--
QF_BV/sage/app8/bench_525,,3,0.23,,21,0.44,,24,0.93,,3,0.51
QF_BV/sage/app8/bench_828,,2,8.68,,18,48.54,,18,73.29,,2,35.82
QF_BV/sage/app9/bench_1203,,2,0.69,,6,0.26,,7,0.27,,3,0.17
QF_BV/sage/app9/bench_1269,,2,0.44,,18,1.78,,17,1.81,,3,0.54
QF_BV/sage/app9/bench_1323,,2,0.36,,15,0.77,,12,0.8,,2,0.08
QF_BV/sage/app9/bench_1384,,2,1.97,,30,20.76,,38,29.48,,3,0.91
QF_BV/sage/app9/bench_1400,,3,3.05,,26,40.29,,26,26.21,,3,1.13
QF_BV/sage/app9/bench_1552,,3,1.63,,28,7.33,,30,6.75,,3,0.23
QF_BV/sage/app9/bench_1659,,3,1.83,,15,6.37,,12,1.32,,3,0.22
QF_BV/sage/app9/bench_2061,,3,0.1,,50,2.02,,50,1.24,,3,0.05
QF_BV/sage/app9/bench_2127,,1,0.03,,1,0.16,,1,0.06,,1,0.44
QF_BV/sage/app9/bench_2358,,2,0.05,,13,0.1,,13,0.11,,4,0.1
QF_BV/sage/app9/bench_2518,,2,0.41,,5,0.27,,4,0.61,,2,0.46
QF_BV/sage/app9/bench_2940,,2,0.88,,9,0.77,,8,0.69,,2,0.18
QF_BV/sage/app9/bench_3134,,2,12.23,,11,9.53,,11,13.83,,2,36.16
QF_BV/sage/app9/bench_3261,,2,0.07,,11,0.15,,11,0.67,,2,0.05
QF_BV/sage/app9/bench_3270,,1,0.03,,1,0.04,,1,0.04,,1,0.04
QF_BV/sage/app9/bench_3278,,2,12.47,,14,79.26,,13,53.7,,2,39.07
QF_BV/sage/app9/bench_866,,1,0.04,,1,0.15,,1,0.04,,1,0.05
QF_BV/sage/app9/bench_885,,3,3.48,,230,52.77,,234,69.67,,3,0.64
QF_BV/sage/app9/bench_919,,2,0.13,,14,0.51,,14,0.25,,3,0.05
QF_BV/sage/app9/bench_979,,2,0.12,,7,0.14,,7,0.13,,2,0.45
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,2,10.1,,81,64.55,,81,64.7,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,2,11.66,,81,74.91,,81,58.92,,3,35.97
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,2,12.23,,80,52.22,,80,57.02,,3,35.87
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,3,58.05,,41,208.09,,358,2501.54,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,3,68.23,,470,2444.83,,478,2848.7,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,3,54.67,,54,214.62,,360,2968.14,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,3,54.16,,13,77.31,,499,3231.83,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,4,64.0,,10,77.11,,516,2631.15,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,3,59.36,,37,212.55,,451,3288.18,,--,--
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,2,1.18,,56,4.43,,50,3.32,,3,0.22
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,2,1.04,,42,1.93,,47,4.09,,3,0.18
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,3,1.85,,87,9.2,,71,5.79,,3,0.2
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,3,1.98,,105,12.74,,108,13.54,,3,0.29
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,2.93,,1,0.18,,1,0.58,,--,--
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,3,1.85,,148,10.7,,148,10.94,,3,0.51
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,2,2.43,,147,13.28,,146,11.46,,2,0.24
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,3,1.06,,17,0.46,,17,0.45,,2,0.12
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,3,1.05,,27,0.83,,27,1.54,,2,0.46
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,3,2.01,,83,3.92,,89,3.76,,3,0.09
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,3,2.31,,94,3.66,,93,2.65,,3,0.09
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,3,2.49,,100,3.67,,103,3.18,,3,0.11
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,4,2.97,,118,4.32,,114,5.02,,3,0.14
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,3,3.34,,113,4.72,,111,6.38,,3,0.47
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,1,0.8,,1,0.08,,1,0.08,,1,0.07
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,1,0.87,,1,0.06,,1,0.12,,1,0.07
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,1,0.86,,1,0.08,,1,0.12,,1,0.08
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,1,1.24,,1,0.09,,1,0.07,,1,0.09
QF_BV/tacas07/s-40-50-bv,,4,108.48,,5,50.35,,5,56.5,,4,878.58
,,,,,,,,,,,,
QF_ABV/bench_ab/a271test0009,,1,0.07,,1,0.03,,1,0.05,,--,--
QF_ABV/bench_ab/a283test0002,,2,0.05,,4,0.05,,--,--,,--,--
QF_ABV/bench_ab/a288test0004,,2,0.11,,2,0.07,,2,0.08,,--,--
QF_ABV/bench_ab/a296test0002,,1,2.05,,1,0.33,,1,0.1,,--,--
QF_ABV/bench_ab/a84test0002,,1,0.03,,1,0.03,,1,0.06,,--,--
QF_ABV/bench_ab/b264test0001,,1,0.07,,1,0.03,,1,0.08,,--,--
QF_ABV/bmc-arrays/ex20,,3,55.65,,--,--,,--,--,,--,--
QF_ABV/bmc-arrays/ex6,,3,0.44,,56,1.84,,--,--,,--,--
QF_ABV/bmc-arrays/inf4,,1,0.59,,1,5.57,,1,5.86,,--,--
QF_ABV/bmc-arrays/simple_control_on_input,,3,7.09,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_cut.hash_get_entries.il.dwp,,4,75.55,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_setuidgid.get_quoting_style.il.dwp,,5,0.2,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_kill.close_stdout_set_file_name.il.dwp,,8,0.95,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_hostid.set_quoting_style.il.fse-bfs,,3,1.36,,81,3.59,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.bkm_scale.il.fse-bfs,,3,3.47,,127,10.95,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.set_quoting_style.il.fse-bfs,,3,1.62,,81,3.3,,81,6.84,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,7,0.51,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_expr.set_char_quoting.il.dwp,,5,0.42,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_split.set_char_quoting.il.dwp,,9,0.63,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_whoami.set_quoting_style.il.dwp,,4,0.18,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try4_true_functions_dwp_nl.get_quoting_style.il.dwp,,5,0.19,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_echo.set_quoting_style.il.dwp,,3,7.03,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_factor.close_stdout_set_file_name.il.dwp,,3,0.59,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_touch.close_stdout_set_file_name.il.fse-bfs,,3,0.41,,53,2.08,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_vdir.strmode.il.fse-bfs,,3,14.31,,15,9.43,,4,31.46,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_mkdir.set_quoting_style.il.dwp,,6,0.23,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.rev_xstrcoll_size.il.dwp,,3,8.19,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.strcmp_ctime.il.dwp,,3,5.45,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_wp_stat.set_char_quoting.il.wp,,6,9.87,,--,--,,--,--,,--,--
QF_ABV/egt/egt-0474,,2,0.18,,10,0.26,,--,--,,--,--
QF_ABV/egt/egt-1526,,2,0.23,,10,0.55,,--,--,,--,--
QF_ABV/egt/egt-1550,,2,0.2,,20,1.05,,--,--,,--,--
QF_ABV/egt/egt-4211,,2,0.21,,3,0.15,,--,--,,--,--
QF_ABV/egt/egt-6650,,2,0.13,,3,0.1,,--,--,,--,--
QF_ABV/egt/egt-7155,,2,0.24,,3,0.12,,--,--,,--,--
QF_ABV/platania/no_init_simple_member/no_init_simple_member2,,2,0.26,,--,--,,--,--,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021458_0x7c80a939_00,,3,2.4,,31,13.73,,26,3.81,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021487_0x7c80aacd_00,,3,3.07,,31,12.57,,29,12.29,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021513_0x7c80ab56_00,,3,2.1,,28,13.63,,28,23.93,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021516_0x7c80ab62_00,,3,3.63,,27,17.64,,23,43.28,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021524_0x7c80ab81_00,,3,3.38,,30,17.5,,26,5.42,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021528_0x7c80ab8f_00,,3,3.07,,26,15.09,,27,24.47,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021530_0x7c80ab96_00,,3,2.83,,31,14.64,,29,15.99,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021534_0x7c80aba4_00,,3,3.42,,27,8.93,,32,14.42,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022152_0x7c80a939_00,,3,3.72,,24,7.73,,26,15.77,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022198_0x7c80ab39_00,,3,3.31,,32,11.41,,27,26.48,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022207_0x7c80ab56_00,,3,3.39,,31,14.56,,29,22.43,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022301_0x9503aad_00,,3,3.66,,28,20.46,,27,37.14,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022628_0x9502edb_00,,3,2.79,,26,16.81,,29,25.39,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022643_0x9502eaf_00,,3,4.37,,27,14.93,,28,37.69,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__014071,,3,1.14,,49,13.21,,62,22.25,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015045,,2,1.36,,42,18.21,,34,50.48,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015532,,2,1.83,,22,25.39,,25,44.69,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__016019,,2,2.18,,10,18.75,,40,80.24,,--,--
QF_ABV/stp_samples/run_00007.trace.cond_014512_0x950130a_00,,3,1.11,,58,3.52,,71,4.4,,--,--
QF_ABV/stp_samples/run_00007.trace.cond_014534_0x95026e6_00,,2,1.15,,54,28.29,,60,31.57,,--,--
,,,,,,,,,,,,
