Instance,,PanSampler-λ1,,,PanSampler-λ10,,,PanSampler-λ50,,,PanSampler-λ100,
QF_BV/bmc-bv/graycode,,2,0.75,,2,1.24,,2,3.28,,2,6.23
QF_BV/bmc-bv/inf1,,4,0.09,,2,0.14,,3,0.25,,3,0.52
QF_BV/bmc-bv/magic,,2,3.73,,2,5.68,,2,9.05,,2,18.13
QF_BV/bmc-bv/matrixsqrt,,3,0.7,,3,2.2,,3,6.2,,3,13.7
QF_BV/bmc-bv/queens,,2,1.69,,2,3.01,,2,5.24,,2,11.02
QF_BV/bmc-bv/send-more-money,,1,0.35,,1,1.21,,1,2.04,,1,4.85
QF_BV/bmc-bv/sort,,1,0.27,,1,0.34,,1,0.42,,1,1.16
QF_BV/bmc-bv/sudoku,,1,20.43,,1,23.66,,1,38.66,,1,71.65
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,4,4.34,,4,3.88,,4,3.98,,3,6.67
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,4,4.48,,3,3.89,,4,7.71,,3,6.33
QF_BV/brummayerbiere2/smulov4bw0032,,4,0.3,,3,0.79,,3,2.13,,3,3.79
QF_BV/brummayerbiere2/smulov4bw0064,,5,1.19,,4,3.5,,4,14.83,,3,21.15
QF_BV/brummayerbiere2/smulov4bw0128,,5,23.57,,4,72.24,,4,85.86,,4,150.74
QF_BV/brummayerbiere2/smulov4bw0256,,4,436.48,,4,1019.14,,4,1033.46,,4,1504.71
QF_BV/gulwani-pldi08/fig1d.phx,,11,118.45,,8,102.64,,9,159.34,,8,194.87
QF_BV/gulwani-pldi08/fig5.phx,,--,--,,6,39.77,,7,70.97,,--,--
QF_BV/gulwani-pldi08/fig6.phx,,--,--,,12,13.56,,11,29.34,,--,--
QF_BV/gulwani-pldi08/merge.phx,,2,3.7,,2,8.91,,2,20.54,,2,31.92
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,7,23.32,,6,31.24,,6,49.19,,6,62.97
QF_BV/sage/app1/bench_1141,,6,5.13,,4,4.67,,4,6.64,,4,14.83
QF_BV/sage/app1/bench_1288,,4,1.98,,4,3.1,,3,5.74,,4,10.89
QF_BV/sage/app1/bench_1339,,3,1.02,,5,2.77,,3,2.68,,3,5.51
QF_BV/sage/app1/bench_1346,,4,1.44,,3,1.63,,4,4.14,,4,10.08
QF_BV/sage/app1/bench_1710,,153,1.59,,8,0.17,,4,0.14,,6,0.3
QF_BV/sage/app1/bench_1742,,71,0.97,,3,0.12,,3,0.15,,3,0.24
QF_BV/sage/app1/bench_1768,,4,0.08,,3,0.13,,3,0.13,,3,0.19
QF_BV/sage/app12/bench_1183,,6,13.54,,5,13.96,,5,25.74,,5,31.99
QF_BV/sage/app12/bench_1353,,384,201.22,,11,4.24,,9,4.68,,14,11.11
QF_BV/sage/app12/bench_2211,,2,0.17,,3,0.51,,2,0.71,,2,1.42
QF_BV/sage/app12/bench_2353,,374,1819.42,,32,120.61,,46,178.84,,41,338.75
QF_BV/sage/app12/bench_363,,4,0.17,,3,0.22,,2,0.2,,2,0.31
QF_BV/sage/app12/bench_3921,,19,0.52,,--,--,,--,--,,--,--
QF_BV/sage/app12/bench_4066,,1,0.01,,1,0.03,,1,0.03,,1,0.09
QF_BV/sage/app12/bench_4177,,67,0.33,,4,0.08,,2,0.05,,2,0.12
QF_BV/sage/app12/bench_446,,--,--,,3,0.11,,3,0.16,,--,--
QF_BV/sage/app12/bench_5599,,42,0.77,,3,0.18,,3,0.19,,3,0.28
QF_BV/sage/app12/bench_797,,1,0.03,,1,0.06,,1,0.07,,1,0.11
QF_BV/sage/app12/bench_953,,4,0.05,,3,0.11,,3,0.12,,3,0.17
QF_BV/sage/app12/bench_971,,1,0.02,,1,0.04,,1,0.02,,1,0.04
QF_BV/sage/app2/bench_1196,,7,6.85,,5,4.35,,5,8.87,,5,14.35
QF_BV/sage/app2/bench_1387,,24,189.16,,21,168.99,,16,194.72,,16,297.45
QF_BV/sage/app2/bench_225,,7,5.17,,6,4.94,,6,10.49,,6,13.31
QF_BV/sage/app2/bench_278,,6,1.96,,4,3.39,,3,6.42,,4,20.8
QF_BV/sage/app2/bench_282,,5,1.59,,3,2.55,,3,6.9,,3,13.82
QF_BV/sage/app2/bench_458,,175,1.1,,6,0.14,,5,0.16,,4,0.22
QF_BV/sage/app2/bench_48,,--,--,,32,9.82,,29,11.27,,31,14.31
QF_BV/sage/app2/bench_642,,82,52.29,,13,8.33,,10,14.22,,11,22.56
QF_BV/sage/app2/bench_645,,6,0.82,,5,1.72,,4,2.05,,4,4.15
QF_BV/sage/app2/bench_664,,272,165.43,,11,8.08,,11,13.57,,11,21.29
QF_BV/sage/app2/bench_719,,48,25.03,,11,6.93,,13,18.98,,12,20.99
QF_BV/sage/app2/bench_830,,948,479.76,,16,9.06,,13,14.79,,15,20.67
QF_BV/sage/app2/bench_863,,7,6.25,,5,4.74,,5,7.77,,4,12.2
QF_BV/sage/app5/bench_1163,,--,--,,6,0.67,,6,1.41,,--,--
QF_BV/sage/app5/bench_1169,,1,0.02,,1,0.03,,1,0.04,,1,0.04
QF_BV/sage/app5/bench_1170,,--,--,,7,0.97,,6,1.23,,--,--
QF_BV/sage/app5/bench_1182,,--,--,,4,2.98,,4,9.69,,4,12.88
QF_BV/sage/app5/bench_1262,,--,--,,5,0.19,,4,0.25,,3,0.37
QF_BV/sage/app5/bench_1298,,1,0.02,,1,0.03,,1,0.08,,1,0.12
QF_BV/sage/app5/bench_349,,6,5.86,,4,5.52,,4,11.5,,4,20.89
QF_BV/sage/app5/bench_357,,5,4.05,,4,5.33,,4,11.9,,4,21.01
QF_BV/sage/app5/bench_42,,20,4.18,,5,2.66,,5,7.36,,4,8.91
QF_BV/sage/app5/bench_555,,1,0.02,,1,0.03,,1,0.03,,1,0.04
QF_BV/sage/app5/bench_565,,1,0.02,,1,0.03,,1,0.03,,1,0.04
QF_BV/sage/app5/bench_575,,--,--,,5,0.13,,4,0.16,,--,--
QF_BV/sage/app5/bench_597,,1,0.02,,1,0.03,,1,0.05,,1,0.03
QF_BV/sage/app5/bench_742,,3,0.23,,3,0.35,,2,0.28,,2,0.75
QF_BV/sage/app5/bench_794,,--,--,,2,0.05,,2,0.05,,--,--
QF_BV/sage/app5/bench_959,,5,0.38,,4,0.55,,4,0.7,,4,1.56
QF_BV/sage/app5/bench_960,,--,--,,7,0.11,,6,0.14,,--,--
QF_BV/sage/app8/bench_1892,,4,0.35,,4,0.69,,4,1.14,,4,1.58
QF_BV/sage/app8/bench_2006,,6,0.44,,5,0.65,,5,1.25,,4,1.97
QF_BV/sage/app8/bench_23,,5,0.94,,4,1.61,,3,2.34,,4,5.25
QF_BV/sage/app8/bench_2310,,6,0.16,,4,0.33,,4,0.52,,4,0.98
QF_BV/sage/app8/bench_2880,,7,0.55,,5,0.9,,5,1.94,,5,3.65
QF_BV/sage/app8/bench_3177,,5,1.08,,5,1.65,,4,2.2,,4,4.59
QF_BV/sage/app8/bench_3314,,4,0.46,,4,0.81,,4,1.78,,4,3.24
QF_BV/sage/app8/bench_3368,,4,0.59,,4,1.27,,4,1.89,,4,3.38
QF_BV/sage/app8/bench_3424,,4,0.34,,4,0.59,,4,1.07,,4,2.18
QF_BV/sage/app8/bench_3448,,5,0.23,,3,0.28,,3,0.33,,3,0.61
QF_BV/sage/app8/bench_3677,,6,0.14,,52,1.78,,4,0.25,,15,1.97
QF_BV/sage/app8/bench_3814,,5,0.46,,4,0.72,,4,1.18,,4,2.46
QF_BV/sage/app8/bench_3836,,30,0.21,,2,0.07,,2,0.07,,2,0.07
QF_BV/sage/app8/bench_400,,4,9.12,,4,12.08,,4,23.03,,4,33.3
QF_BV/sage/app8/bench_443,,4,11.81,,4,12.84,,4,21.44,,4,42.31
QF_BV/sage/app8/bench_498,,4,10.21,,4,12.87,,4,21.67,,4,47.24
QF_BV/sage/app8/bench_525,,14,0.18,,94,3.62,,108,8.27,,7,0.87
QF_BV/sage/app8/bench_828,,5,11.2,,5,13.43,,4,15.39,,4,25.21
QF_BV/sage/app9/bench_1203,,5,0.48,,4,0.96,,4,1.28,,4,2.61
QF_BV/sage/app9/bench_1269,,6,0.33,,4,0.47,,4,0.83,,4,1.59
QF_BV/sage/app9/bench_1323,,6,0.27,,6,0.51,,4,0.65,,4,1.34
QF_BV/sage/app9/bench_1384,,6,1.5,,6,2.48,,6,6.01,,6,9.1
QF_BV/sage/app9/bench_1400,,7,1.47,,6,2.17,,6,6.45,,6,10.39
QF_BV/sage/app9/bench_1552,,7,0.94,,5,1.11,,5,2.47,,5,4.54
QF_BV/sage/app9/bench_1659,,5,0.74,,6,1.64,,6,3.44,,5,5.51
QF_BV/sage/app9/bench_2061,,--,--,,3,0.12,,4,0.12,,--,--
QF_BV/sage/app9/bench_2127,,1,0.01,,1,0.03,,1,0.03,,1,0.11
QF_BV/sage/app9/bench_2358,,26,0.08,,2,0.03,,2,0.05,,2,0.03
QF_BV/sage/app9/bench_2518,,4,0.19,,3,0.38,,3,0.57,,3,1.17
QF_BV/sage/app9/bench_2940,,6,0.71,,4,0.8,,5,1.82,,4,2.95
QF_BV/sage/app9/bench_3134,,5,15.88,,4,18.28,,4,22.67,,4,46.81
QF_BV/sage/app9/bench_3261,,26,0.2,,2,0.05,,2,0.07,,2,0.2
QF_BV/sage/app9/bench_3270,,1,0.01,,1,0.03,,1,0.03,,1,0.03
QF_BV/sage/app9/bench_3278,,4,11.66,,5,16.57,,4,23.49,,4,43.91
QF_BV/sage/app9/bench_866,,1,0.02,,1,0.04,,1,0.04,,1,0.04
QF_BV/sage/app9/bench_885,,7,2.19,,5,2.57,,5,5.24,,4,9.67
QF_BV/sage/app9/bench_919,,9,0.13,,4,0.14,,6,0.3,,40,4.12
QF_BV/sage/app9/bench_979,,6,0.11,,4,0.18,,3,0.16,,3,0.39
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,8,2.29,,4,6.68,,4,17.56,,4,44.93
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,8,2.05,,4,7.04,,4,22.35,,4,36.72
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,8,2.39,,4,6.4,,4,23.31,,4,40.05
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,--,--,,7,73.63,,7,117.98,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,--,--,,6,66.92,,6,125.0,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,--,--,,6,62.0,,6,101.63,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,--,--,,6,65.41,,6,97.27,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,--,--,,7,69.92,,7,106.3,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,--,--,,6,66.45,,6,109.65,,--,--
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,5,1.01,,5,1.3,,5,2.42,,5,3.11
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,7,1.31,,5,1.63,,5,2.23,,5,3.31
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,7,2.0,,6,2.11,,6,3.28,,6,5.31
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,7,2.62,,7,2.76,,6,3.64,,6,7.24
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,2.66,,1,2.92,,1,2.93,,1,5.72
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,125,32.48,,18,6.27,,16,6.45,,12,10.89
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,17,8.24,,8,7.32,,7,5.3,,8,10.08
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,10,1.47,,9,1.89,,11,2.47,,6,2.17
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,596,108.09,,10,2.17,,6,1.84,,7,5.06
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,104,30.7,,9,3.14,,8,4.27,,7,4.83
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,155,62.11,,10,4.78,,7,4.4,,7,4.82
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,39,14.33,,9,3.69,,8,5.66,,8,9.97
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,47,19.73,,13,7.36,,8,5.67,,7,8.25
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,286,139.72,,9,6.2,,7,6.33,,6,6.83
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,13,9.3,,5,4.17,,4,2.65,,5,8.96
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,6,2.79,,7,3.69,,5,3.24,,4,8.5
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,5,2.96,,6,4.01,,4,2.94,,4,8.04
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,6,3.46,,6,3.82,,4,4.23,,4,9.24
QF_BV/tacas07/s-40-50-bv,,14,109.58,,12,142.5,,11,235.76,,10,349.31
,,,,,,,,,,,,
QF_ABV/bench_ab/a271test0009,,6,0.13,,4,0.13,,3,0.16,,3,0.29
QF_ABV/bench_ab/a283test0002,,6,0.06,,5,0.1,,4,0.08,,4,0.14
QF_ABV/bench_ab/a288test0004,,5,0.06,,3,0.09,,3,0.15,,3,0.29
QF_ABV/bench_ab/a296test0002,,1,0.32,,1,0.96,,1,2.05,,1,2.2
QF_ABV/bench_ab/a84test0002,,4,0.03,,2,0.04,,3,0.06,,2,0.09
QF_ABV/bench_ab/b264test0001,,2,0.04,,2,0.08,,2,0.12,,2,0.23
QF_ABV/bmc-arrays/ex20,,7,37.69,,6,36.04,,4,68.47,,4,61.08
QF_ABV/bmc-arrays/ex6,,11,0.72,,31,4.41,,9,1.15,,8,2.53
QF_ABV/bmc-arrays/inf4,,2,0.27,,2,0.57,,2,1.03,,2,1.77
QF_ABV/bmc-arrays/simple_control_on_input,,--,--,,5,4.99,,4,9.2,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_cut.hash_get_entries.il.dwp,,--,--,,8,265.08,,9,289.74,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_setuidgid.get_quoting_style.il.dwp,,--,--,,5,0.14,,351,22.58,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_kill.close_stdout_set_file_name.il.dwp,,21,2.27,,11,1.85,,14,1.47,,10,3.59
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_hostid.set_quoting_style.il.fse-bfs,,5,0.48,,6,1.03,,6,2.46,,5,4.32
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.bkm_scale.il.fse-bfs,,12,1.5,,10,4.65,,9,10.02,,10,26.37
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.set_quoting_style.il.fse-bfs,,5,0.56,,6,1.07,,4,2.05,,6,4.56
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,641,48.31,,--,--,,--,--,,374,54.92
QF_ABV/dwp_formulas/try3_true_functions_dwp_expr.set_char_quoting.il.dwp,,641,49.54,,62,3.83,,30,2.2,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_split.set_char_quoting.il.dwp,,641,48.2,,51,2.81,,13,0.88,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_whoami.set_quoting_style.il.dwp,,--,--,,14,0.33,,681,48.7,,--,--
QF_ABV/dwp_formulas/try4_true_functions_dwp_nl.get_quoting_style.il.dwp,,--,--,,8,0.24,,35,0.97,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_echo.set_quoting_style.il.dwp,,--,--,,5,14.02,,5,17.69,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_factor.close_stdout_set_file_name.il.dwp,,6,0.69,,6,0.93,,11,2.2,,9,3.81
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_touch.close_stdout_set_file_name.il.fse-bfs,,4,0.31,,4,0.43,,25,5.53,,13,4.83
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_vdir.strmode.il.fse-bfs,,37,77.87,,17,37.69,,9,38.99,,7,74.1
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_mkdir.set_quoting_style.il.dwp,,--,--,,11,0.29,,115,5.48,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.rev_xstrcoll_size.il.dwp,,--,--,,8,8.57,,6,18.86,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.strcmp_ctime.il.dwp,,--,--,,8,9.83,,5,10.47,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_wp_stat.set_char_quoting.il.wp,,98,1306.89,,57,65.09,,38,71.03,,28,99.71
QF_ABV/egt/egt-0474,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-1526,,27,1.26,,6,0.36,,5,0.47,,5,1.0
QF_ABV/egt/egt-1550,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-4211,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-6650,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-7155,,--,--,,--,--,,--,--,,--,--
QF_ABV/platania/no_init_simple_member/no_init_simple_member2,,--,--,,2,0.22,,2,0.26,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021458_0x7c80a939_00,,7,2.3,,6,2.91,,6,4.17,,6,7.45
QF_ABV/stp_samples/run_00000.trace.cond_021487_0x7c80aacd_00,,7,2.94,,6,2.56,,6,5.29,,6,9.71
QF_ABV/stp_samples/run_00000.trace.cond_021513_0x7c80ab56_00,,11,4.91,,9,5.36,,6,3.85,,6,8.38
QF_ABV/stp_samples/run_00000.trace.cond_021516_0x7c80ab62_00,,9,4.12,,7,3.33,,6,6.14,,6,7.27
QF_ABV/stp_samples/run_00000.trace.cond_021524_0x7c80ab81_00,,10,3.97,,6,3.16,,6,5.97,,6,7.18
QF_ABV/stp_samples/run_00000.trace.cond_021528_0x7c80ab8f_00,,8,3.98,,7,3.72,,6,5.37,,6,10.37
QF_ABV/stp_samples/run_00000.trace.cond_021530_0x7c80ab96_00,,11,4.24,,9,4.34,,7,5.79,,7,9.32
QF_ABV/stp_samples/run_00000.trace.cond_021534_0x7c80aba4_00,,8,4.36,,8,4.01,,6,5.86,,7,13.6
QF_ABV/stp_samples/run_00000.trace.cond_022152_0x7c80a939_00,,10,5.25,,7,3.61,,6,6.51,,6,7.27
QF_ABV/stp_samples/run_00000.trace.cond_022198_0x7c80ab39_00,,8,4.32,,6,3.77,,6,6.04,,6,8.03
QF_ABV/stp_samples/run_00000.trace.cond_022207_0x7c80ab56_00,,9,4.7,,9,4.48,,6,6.39,,6,10.5
QF_ABV/stp_samples/run_00000.trace.cond_022301_0x9503aad_00,,8,5.1,,8,5.44,,6,6.13,,7,14.29
QF_ABV/stp_samples/run_00000.trace.cond_022628_0x9502edb_00,,16,10.31,,6,4.49,,6,5.03,,6,12.12
QF_ABV/stp_samples/run_00000.trace.cond_022643_0x9502eaf_00,,11,9.0,,8,7.3,,7,8.65,,6,9.89
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__014071,,35,9.16,,29,4.87,,23,5.23,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015045,,4,1.43,,5,1.8,,5,2.81,,5,4.5
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015532,,5,2.04,,4,1.82,,4,3.15,,4,4.16
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__016019,,5,2.17,,4,1.83,,5,4.25,,4,7.47
QF_ABV/stp_samples/run_00007.trace.cond_014512_0x950130a_00,,5,1.14,,5,1.4,,5,1.67,,4,2.91
QF_ABV/stp_samples/run_00007.trace.cond_014534_0x95026e6_00,,5,1.43,,5,1.44,,4,1.91,,4,3.06
,,,,,,,,,,,,
