Instance,,PanSampler-λ1,,,PanSampler-λ10,,,PanSampler-λ50,,,PanSampler-λ100,
QF_BV/sage/app12/bench_2353,,515,2441.47,,93,323.43,,71,264.79,,63,506.41
QF_BV/sage/app12/bench_363,,4,0.17,,4,0.27,,2,0.2,,2,0.31
QF_BV/sage/app12/bench_3921,,37,0.96,,--,--,,--,--,,--,--
QF_BV/sage/app12/bench_4066,,1,0.01,,1,0.03,,1,0.03,,1,0.09
QF_BV/sage/app12/bench_4177,,102,0.5,,7,0.1,,2,0.05,,2,0.12
QF_BV/sage/app12/bench_446,,--,--,,3,0.11,,4,0.18,,--,--
QF_BV/sage/app12/bench_5599,,42,0.77,,3,0.18,,3,0.19,,3,0.28
QF_BV/sage/app12/bench_797,,1,0.03,,1,0.06,,1,0.07,,1,0.11
QF_BV/sage/app12/bench_953,,8,0.08,,3,0.11,,3,0.12,,3,0.17
QF_BV/sage/app12/bench_971,,1,0.02,,1,0.04,,1,0.02,,1,0.04
QF_BV/sage/app2/bench_1196,,9,8.35,,7,5.68,,7,12.21,,7,19.42
QF_BV/sage/app2/bench_1387,,103,790.59,,42,337.85,,30,357.88,,26,486.51
QF_BV/sage/app2/bench_225,,12,7.81,,8,6.24,,8,13.41,,7,15.26
QF_BV/sage/app2/bench_278,,8,2.42,,5,4.08,,4,8.1,,4,20.8
QF_BV/sage/app2/bench_282,,6,1.82,,4,3.2,,4,8.69,,4,17.68
QF_BV/sage/app2/bench_458,,--,--,,274,6.17,,185,6.91,,--,--
QF_BV/sage/app2/bench_48,,--,--,,41,12.24,,34,12.71,,35,16.0
QF_BV/sage/app2/bench_642,,--,--,,19,11.65,,17,23.34,,16,32.37
QF_BV/sage/app2/bench_645,,14,1.8,,7,2.33,,6,3.01,,6,6.16
QF_BV/sage/app2/bench_664,,--,--,,16,11.25,,19,21.85,,18,33.96
QF_BV/sage/app2/bench_719,,--,--,,15,9.01,,19,27.01,,17,29.2
QF_BV/sage/app2/bench_830,,--,--,,24,12.9,,19,21.61,,21,29.38
QF_BV/sage/app2/bench_863,,11,8.98,,6,5.52,,5,7.77,,5,14.68
QF_BV/sage/app5/bench_1163,,--,--,,7,0.74,,9,2.07,,--,--
QF_BV/sage/app5/bench_1169,,1,0.02,,1,0.03,,1,0.04,,1,0.04
QF_BV/sage/app5/bench_1170,,--,--,,9,1.25,,8,1.64,,--,--
QF_BV/sage/app5/bench_1182,,--,--,,5,3.49,,5,11.63,,--,--
QF_BV/sage/app5/bench_1262,,--,--,,5,0.19,,4,0.25,,--,--
QF_BV/sage/app5/bench_1298,,1,0.02,,1,0.03,,1,0.08,,1,0.12
QF_BV/sage/app5/bench_349,,7,6.4,,5,6.59,,5,14.52,,5,25.43
QF_BV/sage/app5/bench_357,,8,5.58,,5,6.41,,5,14.86,,4,21.01
QF_BV/sage/app5/bench_42,,38,7.31,,6,3.09,,6,8.81,,5,10.98
QF_BV/sage/app5/bench_555,,1,0.02,,1,0.03,,1,0.03,,1,0.04
QF_BV/sage/app5/bench_565,,1,0.02,,1,0.03,,1,0.03,,1,0.04
QF_BV/sage/app5/bench_575,,--,--,,5,0.13,,4,0.16,,--,--
QF_BV/sage/app5/bench_597,,1,0.02,,1,0.03,,1,0.05,,1,0.03
QF_BV/sage/app5/bench_742,,33,1.58,,5,0.48,,4,0.48,,3,0.92
QF_BV/sage/app5/bench_794,,--,--,,2,0.05,,2,0.05,,--,--
QF_BV/sage/app5/bench_959,,7,0.47,,5,0.66,,5,0.85,,5,1.96
QF_BV/sage/app5/bench_960,,--,--,,8,0.12,,7,0.16,,--,--
QF_BV/sage/app8/bench_1892,,5,0.41,,5,0.8,,5,1.41,,4,1.58
QF_BV/sage/app8/bench_2006,,8,0.55,,6,0.74,,5,1.25,,5,2.42
QF_BV/sage/app8/bench_23,,6,1.04,,4,1.61,,4,3.12,,4,5.25
QF_BV/sage/app8/bench_2310,,7,0.19,,5,0.39,,4,0.52,,4,0.98
QF_BV/sage/app8/bench_2880,,9,0.68,,10,1.57,,8,2.95,,6,4.23
QF_BV/sage/app8/bench_3177,,9,1.75,,7,2.22,,5,2.67,,6,6.57
QF_BV/sage/app8/bench_3314,,7,0.72,,6,1.17,,5,2.21,,5,3.99
QF_BV/sage/app8/bench_3368,,5,0.71,,4,1.27,,4,1.89,,4,3.38
QF_BV/sage/app8/bench_3424,,5,0.4,,5,0.71,,5,1.38,,4,2.18
QF_BV/sage/app8/bench_3448,,7,0.28,,4,0.34,,3,0.33,,4,0.77
QF_BV/sage/app8/bench_3677,,10,0.2,,52,1.78,,5,0.32,,15,1.97
QF_BV/sage/app8/bench_3814,,6,0.53,,5,0.86,,5,1.46,,5,3.0
QF_BV/sage/app8/bench_3836,,30,0.21,,2,0.07,,2,0.07,,2,0.07
QF_BV/sage/app8/bench_400,,6,13.11,,5,15.35,,5,28.41,,5,41.04
QF_BV/sage/app8/bench_443,,6,16.43,,6,18.63,,5,26.08,,5,52.16
QF_BV/sage/app8/bench_498,,6,14.04,,5,16.09,,5,28.16,,5,59.19
QF_BV/sage/app8/bench_525,,14,0.18,,94,3.62,,108,8.27,,7,0.87
QF_BV/sage/app8/bench_828,,8,16.62,,7,18.34,,7,25.9,,6,37.16
QF_BV/sage/app9/bench_1203,,6,0.55,,4,0.96,,4,1.28,,4,2.61
QF_BV/sage/app9/bench_1269,,8,0.42,,5,0.55,,4,0.83,,4,1.59
QF_BV/sage/app9/bench_1323,,259,9.62,,7,0.57,,5,0.79,,4,1.34
QF_BV/sage/app9/bench_1384,,8,1.85,,8,3.3,,8,8.25,,7,10.53
QF_BV/sage/app9/bench_1400,,10,1.9,,8,2.71,,8,8.21,,7,11.95
QF_BV/sage/app9/bench_1552,,10,1.23,,7,1.47,,6,2.89,,6,5.57
QF_BV/sage/app9/bench_1659,,8,1.1,,8,2.07,,8,4.37,,7,7.56
QF_BV/sage/app9/bench_2061,,--,--,,3,0.12,,4,0.12,,--,--
QF_BV/sage/app9/bench_2127,,1,0.01,,1,0.03,,1,0.03,,1,0.11
QF_BV/sage/app9/bench_2358,,26,0.08,,2,0.03,,2,0.05,,2,0.03
QF_BV/sage/app9/bench_2518,,5,0.22,,4,0.47,,4,0.73,,4,1.55
QF_BV/sage/app9/bench_2940,,8,0.88,,5,0.96,,6,2.08,,5,3.66
QF_BV/sage/app9/bench_3134,,6,18.0,,5,21.24,,5,27.62,,5,57.02
QF_BV/sage/app9/bench_3261,,26,0.2,,2,0.05,,2,0.07,,2,0.2
QF_BV/sage/app9/bench_3270,,1,0.01,,1,0.03,,1,0.03,,1,0.03
QF_BV/sage/app9/bench_3278,,6,16.08,,7,21.7,,5,27.99,,5,54.03
QF_BV/sage/app9/bench_866,,1,0.02,,1,0.04,,1,0.04,,1,0.04
QF_BV/sage/app9/bench_885,,--,--,,6,2.97,,6,6.02,,--,--
QF_BV/sage/app9/bench_919,,469,7.65,,4,0.14,,6,0.3,,40,4.12
QF_BV/sage/app9/bench_979,,8,0.14,,4,0.18,,4,0.19,,4,0.46
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,67,18.54,,5,8.05,,4,17.56,,4,44.93
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,67,15.61,,5,8.48,,5,26.41,,4,36.72
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,67,17.33,,5,7.65,,5,28.12,,5,48.47
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,--,--,,8,82.75,,8,134.33,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,--,--,,8,84.68,,7,142.83,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,--,--,,7,69.11,,7,117.45,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,--,--,,7,74.38,,7,110.4,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,--,--,,8,77.98,,8,120.2,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,--,--,,7,74.9,,7,126.23,,--,--
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,6,1.13,,7,1.66,,6,2.84,,6,3.7
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,9,1.57,,8,2.3,,7,2.9,,6,3.9
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,12,2.92,,12,3.71,,9,4.73,,9,7.65
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,11,3.69,,10,3.67,,9,5.19,,9,10.81
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,2.66,,1,2.92,,1,2.93,,1,5.72
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,--,--,,--,--,,841,431.22,,14,12.33
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,--,--,,13,10.73,,17,9.97,,14,15.37
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,158,21.02,,18,3.45,,21,4.22,,8,2.88
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,845,152.52,,12,2.54,,8,2.35,,13,8.37
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,--,--,,13,4.31,,9,4.72,,9,6.07
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,414,161.86,,14,6.5,,11,6.41,,8,5.42
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,158,53.55,,11,4.34,,10,6.63,,9,10.93
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,968,415.0,,14,7.75,,10,6.75,,7,8.25
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,825,366.46,,12,7.78,,8,6.87,,8,8.81
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,31,19.93,,8,5.91,,7,4.33,,6,10.6
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,20,8.13,,10,5.27,,7,4.35,,7,13.34
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,9,5.21,,9,5.9,,5,3.51,,5,9.45
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,11,6.11,,9,5.36,,7,6.85,,5,11.1
QF_BV/tacas07/s-40-50-bv,,18,129.36,,16,178.9,,15,300.09,,15,508.17
,,,,,,,,,,,,
QF_ABV/bench_ab/a271test0009,,--,--,,--,--,,--,--,,--,--
QF_ABV/bench_ab/a283test0002,,--,--,,--,--,,--,--,,--,--
QF_ABV/bench_ab/a288test0004,,--,--,,--,--,,--,--,,--,--
QF_ABV/bench_ab/a296test0002,,1,0.32,,1,0.96,,1,2.05,,1,2.2
QF_ABV/bench_ab/a84test0002,,--,--,,--,--,,--,--,,--,--
QF_ABV/bench_ab/b264test0001,,3,0.05,,2,0.08,,2,0.12,,3,0.31
QF_ABV/bmc-arrays/ex20,,8,41.8,,6,36.04,,5,81.31,,5,73.77
QF_ABV/bmc-arrays/ex6,,13,0.89,,54,24.36,,11,1.45,,9,2.93
QF_ABV/bmc-arrays/inf4,,3,0.34,,2,0.57,,2,1.03,,2,1.77
QF_ABV/bmc-arrays/simple_control_on_input,,--,--,,6,5.67,,5,10.9,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_cut.hash_get_entries.il.dwp,,--,--,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_setuidgid.get_quoting_style.il.dwp,,--,--,,8,0.18,,351,22.58,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_kill.close_stdout_set_file_name.il.dwp,,21,2.27,,13,2.36,,34,5.32,,53,172.1
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_hostid.set_quoting_style.il.fse-bfs,,7,0.57,,37,13.45,,10,4.24,,6,5.29
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.bkm_scale.il.fse-bfs,,19,3.15,,11,4.98,,11,12.63,,10,26.37
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.set_quoting_style.il.fse-bfs,,6,0.6,,157,3071.47,,23,11.8,,7,5.25
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,641,48.31,,--,--,,--,--,,374,54.92
QF_ABV/dwp_formulas/try3_true_functions_dwp_expr.set_char_quoting.il.dwp,,641,49.54,,292,25.69,,39,2.97,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_split.set_char_quoting.il.dwp,,641,48.2,,54,2.97,,13,0.88,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_whoami.set_quoting_style.il.dwp,,--,--,,32,0.67,,681,48.7,,--,--
QF_ABV/dwp_formulas/try4_true_functions_dwp_nl.get_quoting_style.il.dwp,,--,--,,9,0.26,,35,0.97,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_echo.set_quoting_style.il.dwp,,--,--,,6,18.06,,5,17.69,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_factor.close_stdout_set_file_name.il.dwp,,7,0.77,,6,0.93,,19,4.68,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_touch.close_stdout_set_file_name.il.fse-bfs,,5,0.36,,4,0.43,,--,--,,13,4.83
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_vdir.strmode.il.fse-bfs,,82,1060.39,,30,65.14,,22,98.78,,19,176.54
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_mkdir.set_quoting_style.il.dwp,,--,--,,60,1.28,,115,5.48,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.rev_xstrcoll_size.il.dwp,,--,--,,11,12.51,,7,23.2,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.strcmp_ctime.il.dwp,,--,--,,13,15.59,,7,17.44,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_wp_stat.set_char_quoting.il.wp,,125,2960.44,,86,107.16,,47,93.35,,37,137.03
QF_ABV/egt/egt-0474,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-1526,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-1550,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-4211,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-6650,,--,--,,--,--,,--,--,,--,--
QF_ABV/egt/egt-7155,,--,--,,--,--,,--,--,,--,--
QF_ABV/platania/no_init_simple_member/no_init_simple_member2,,--,--,,2,0.22,,2,0.26,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021458_0x7c80a939_00,,10,3.15,,10,4.51,,9,5.79,,9,10.25
QF_ABV/stp_samples/run_00000.trace.cond_021487_0x7c80aacd_00,,12,4.38,,10,3.8,,10,8.25,,9,12.99
QF_ABV/stp_samples/run_00000.trace.cond_021513_0x7c80ab56_00,,15,6.27,,11,6.29,,8,4.93,,9,11.95
QF_ABV/stp_samples/run_00000.trace.cond_021516_0x7c80ab62_00,,13,5.43,,10,4.37,,9,8.65,,9,10.68
QF_ABV/stp_samples/run_00000.trace.cond_021524_0x7c80ab81_00,,18,6.53,,11,5.07,,8,7.49,,9,10.52
QF_ABV/stp_samples/run_00000.trace.cond_021528_0x7c80ab8f_00,,12,5.64,,9,4.51,,10,8.76,,9,14.45
QF_ABV/stp_samples/run_00000.trace.cond_021530_0x7c80ab96_00,,19,7.31,,18,7.95,,13,10.24,,13,16.83
QF_ABV/stp_samples/run_00000.trace.cond_021534_0x7c80aba4_00,,13,6.39,,11,5.29,,10,8.59,,9,16.36
QF_ABV/stp_samples/run_00000.trace.cond_022152_0x7c80a939_00,,11,5.69,,10,4.84,,9,9.14,,9,10.42
QF_ABV/stp_samples/run_00000.trace.cond_022198_0x7c80ab39_00,,12,5.92,,10,5.45,,8,7.91,,9,11.43
QF_ABV/stp_samples/run_00000.trace.cond_022207_0x7c80ab56_00,,15,7.5,,11,5.29,,9,8.91,,9,14.79
QF_ABV/stp_samples/run_00000.trace.cond_022301_0x9503aad_00,,19,10.91,,14,9.11,,12,11.88,,12,22.58
QF_ABV/stp_samples/run_00000.trace.cond_022628_0x9502edb_00,,24,14.61,,9,6.14,,9,7.54,,9,16.93
QF_ABV/stp_samples/run_00000.trace.cond_022643_0x9502eaf_00,,20,14.68,,11,9.19,,10,11.98,,9,13.84
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__014071,,36,9.51,,151,197.5,,153,376.27,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015045,,6,1.83,,7,2.27,,6,3.2,,6,5.11
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015532,,7,2.56,,6,2.4,,6,4.11,,5,4.98
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__016019,,7,2.81,,5,2.14,,6,4.78,,6,9.76
QF_ABV/stp_samples/run_00007.trace.cond_014512_0x950130a_00,,6,1.28,,6,1.57,,5,1.67,,5,3.57
QF_ABV/stp_samples/run_00007.trace.cond_014534_0x95026e6_00,,6,1.57,,5,1.44,,5,2.31,,5,3.6
,,,,,,,,,,,,
