ALL,,PanSampler-λ1,,,PanSampler-λ10,,,PanSampler-λ50,,,PanSampler-λ100,
coverage,#suc,#sol,#time,#suc,#sol,#time,#suc,#sol,#time,#suc,#sol,#time
80%,211,2.1,2.8,213,1.7,5.4,213,1.6,7.6,210,1.6,11.9
90%,210,12.5,5.7,212,3.7,7.4,212,2.6,10.6,208,2.5,17.6
95%,190,23.1,10.2,212,7.7,10.7,212,8.1,14.5,195,5.6,21.5
98%,178,50.0,43.8,206,11.9,25.6,205,12.4,21.2,176,7.9,27.9
99%,160,65.6,64.6,198,18.4,36.2,198,20.7,29.4,164,9.9,37.9
99.5%,149,70.5,58.5,193,25.9,44.3,193,18.0,36.7,158,12.2,43.1
