Instance,,PanSampler-λ1,,,PanSampler-λ10,,,PanSampler-λ50,,,PanSampler-λ100,
QF_BV/sage/app1/bench_1339,,1,0.48,,1,0.81,,1,1.11,,1,2.3
QF_BV/sage/app1/bench_1346,,1,0.47,,1,0.72,,1,1.26,,1,2.89
QF_BV/sage/app1/bench_1710,,4,0.07,,2,0.09,,2,0.1,,2,0.12
QF_BV/sage/app1/bench_1742,,1,0.04,,1,0.08,,1,0.09,,1,0.12
QF_BV/sage/app1/bench_1768,,1,0.04,,1,0.09,,1,0.07,,1,0.09
QF_BV/sage/app12/bench_1183,,1,5.1,,1,5.69,,1,8.06,,1,9.99
QF_BV/sage/app12/bench_1353,,1,0.74,,1,0.53,,1,0.73,,1,0.93
QF_BV/sage/app12/bench_2211,,1,0.11,,1,0.23,,1,0.41,,1,0.75
QF_BV/sage/app12/bench_2353,,4,30.75,,2,11.2,,2,11.86,,2,26.46
QF_BV/sage/app12/bench_363,,1,0.07,,1,0.11,,1,0.13,,1,0.19
QF_BV/sage/app12/bench_3921,,1,0.06,,1,0.09,,1,0.09,,1,0.2
QF_BV/sage/app12/bench_4066,,1,0.01,,1,0.03,,1,0.03,,1,0.09
QF_BV/sage/app12/bench_4177,,2,0.03,,2,0.07,,2,0.05,,2,0.12
QF_BV/sage/app12/bench_446,,2,0.04,,2,0.1,,2,0.13,,2,0.17
QF_BV/sage/app12/bench_5599,,5,0.15,,2,0.15,,2,0.15,,2,0.2
QF_BV/sage/app12/bench_797,,1,0.03,,1,0.06,,1,0.07,,1,0.11
QF_BV/sage/app12/bench_953,,1,0.02,,1,0.07,,1,0.07,,1,0.08
QF_BV/sage/app12/bench_971,,1,0.02,,1,0.04,,1,0.02,,1,0.04
QF_BV/sage/app2/bench_1196,,2,2.56,,2,2.15,,2,4.04,,2,6.73
QF_BV/sage/app2/bench_1387,,1,10.59,,1,8.82,,1,13.37,,1,21.76
QF_BV/sage/app2/bench_225,,2,2.06,,2,2.22,,2,3.7,,2,5.29
QF_BV/sage/app2/bench_278,,1,0.69,,1,1.23,,1,2.73,,1,5.86
QF_BV/sage/app2/bench_282,,1,0.53,,1,1.1,,1,2.62,,1,5.97
QF_BV/sage/app2/bench_458,,2,0.05,,2,0.09,,2,0.09,,2,0.12
QF_BV/sage/app2/bench_48,,4,2.19,,3,1.35,,3,1.68,,3,1.91
QF_BV/sage/app2/bench_642,,2,2.02,,2,1.74,,2,3.33,,2,4.96
QF_BV/sage/app2/bench_645,,1,0.19,,1,0.54,,1,0.64,,1,1.04
QF_BV/sage/app2/bench_664,,2,1.86,,2,1.85,,2,2.96,,2,4.86
QF_BV/sage/app2/bench_719,,2,1.71,,2,1.67,,2,3.64,,2,4.02
QF_BV/sage/app2/bench_830,,2,1.73,,2,1.58,,2,2.67,,2,3.52
QF_BV/sage/app2/bench_863,,2,2.4,,2,2.31,,2,3.55,,2,6.67
QF_BV/sage/app5/bench_1163,,3,0.23,,2,0.31,,2,0.56,,2,0.69
QF_BV/sage/app5/bench_1169,,1,0.02,,1,0.03,,1,0.04,,1,0.04
QF_BV/sage/app5/bench_1170,,3,0.23,,2,0.42,,2,0.58,,2,1.04
QF_BV/sage/app5/bench_1182,,2,0.95,,2,1.93,,2,5.32,,2,7.17
QF_BV/sage/app5/bench_1262,,2,0.07,,2,0.11,,2,0.15,,2,0.26
QF_BV/sage/app5/bench_1298,,1,0.02,,1,0.03,,1,0.08,,1,0.12
QF_BV/sage/app5/bench_349,,1,1.65,,1,1.82,,1,3.61,,1,6.55
QF_BV/sage/app5/bench_357,,1,1.12,,1,1.87,,1,3.32,,1,6.96
QF_BV/sage/app5/bench_42,,1,0.52,,1,0.8,,1,1.9,,1,2.78
QF_BV/sage/app5/bench_555,,1,0.02,,1,0.03,,1,0.03,,1,0.04
QF_BV/sage/app5/bench_565,,1,0.02,,1,0.03,,1,0.03,,1,0.04
QF_BV/sage/app5/bench_575,,2,0.07,,2,0.09,,2,0.11,,2,0.16
QF_BV/sage/app5/bench_597,,1,0.02,,1,0.03,,1,0.05,,1,0.03
QF_BV/sage/app5/bench_742,,1,0.12,,1,0.19,,1,0.17,,1,0.52
QF_BV/sage/app5/bench_794,,2,0.03,,2,0.05,,2,0.05,,2,0.16
QF_BV/sage/app5/bench_959,,1,0.15,,1,0.2,,1,0.24,,1,0.49
QF_BV/sage/app5/bench_960,,24,0.24,,2,0.06,,3,0.09,,2,0.16
QF_BV/sage/app8/bench_1892,,1,0.13,,1,0.29,,1,0.35,,1,0.47
QF_BV/sage/app8/bench_2006,,2,0.2,,2,0.35,,2,0.53,,2,1.12
QF_BV/sage/app8/bench_23,,1,0.36,,1,0.59,,1,0.9,,1,1.54
QF_BV/sage/app8/bench_2310,,2,0.08,,2,0.22,,2,0.31,,2,0.53
QF_BV/sage/app8/bench_2880,,2,0.24,,2,0.46,,2,0.85,,2,1.55
QF_BV/sage/app8/bench_3177,,1,0.35,,1,0.51,,1,0.71,,1,1.51
QF_BV/sage/app8/bench_3314,,1,0.17,,1,0.32,,1,0.55,,1,0.94
QF_BV/sage/app8/bench_3368,,1,0.22,,1,0.46,,1,0.49,,1,0.89
QF_BV/sage/app8/bench_3424,,1,0.13,,1,0.24,,1,0.35,,1,0.71
QF_BV/sage/app8/bench_3448,,1,0.08,,1,0.14,,1,0.15,,1,0.24
QF_BV/sage/app8/bench_3677,,2,0.08,,2,0.13,,2,0.16,,2,0.37
QF_BV/sage/app8/bench_3814,,1,0.14,,1,0.27,,1,0.36,,1,0.82
QF_BV/sage/app8/bench_3836,,1,0.04,,1,0.06,,1,0.05,,1,0.05
QF_BV/sage/app8/bench_400,,1,2.74,,1,3.9,,1,6.86,,1,9.31
QF_BV/sage/app8/bench_443,,1,3.51,,1,4.11,,1,6.51,,1,12.59
QF_BV/sage/app8/bench_498,,1,3.28,,1,3.95,,1,5.3,,1,13.37
QF_BV/sage/app8/bench_525,,2,0.05,,2,0.12,,2,0.18,,2,0.28
QF_BV/sage/app8/bench_828,,1,2.88,,1,3.82,,1,4.63,,1,7.67
QF_BV/sage/app9/bench_1203,,1,0.16,,1,0.37,,1,0.35,,1,0.95
QF_BV/sage/app9/bench_1269,,2,0.16,,2,0.28,,2,0.44,,2,0.84
QF_BV/sage/app9/bench_1323,,1,0.08,,1,0.16,,1,0.22,,1,0.36
QF_BV/sage/app9/bench_1384,,2,0.67,,2,1.04,,2,1.97,,2,3.4
QF_BV/sage/app9/bench_1400,,2,0.59,,2,0.92,,2,2.14,,2,4.01
QF_BV/sage/app9/bench_1552,,2,0.41,,2,0.55,,2,1.1,,2,2.02
QF_BV/sage/app9/bench_1659,,2,0.36,,2,0.66,,2,1.27,,2,2.15
QF_BV/sage/app9/bench_2061,,2,0.07,,2,0.1,,2,0.07,,2,0.13
QF_BV/sage/app9/bench_2127,,1,0.01,,1,0.03,,1,0.03,,1,0.11
QF_BV/sage/app9/bench_2358,,8,0.04,,2,0.03,,2,0.05,,2,0.03
QF_BV/sage/app9/bench_2518,,1,0.08,,1,0.19,,1,0.24,,1,0.48
QF_BV/sage/app9/bench_2940,,1,0.2,,1,0.27,,1,0.53,,1,0.79
QF_BV/sage/app9/bench_3134,,1,3.7,,1,5.83,,1,6.57,,1,12.49
QF_BV/sage/app9/bench_3261,,2,0.04,,2,0.05,,2,0.07,,2,0.2
QF_BV/sage/app9/bench_3270,,1,0.01,,1,0.03,,1,0.03,,1,0.03
QF_BV/sage/app9/bench_3278,,1,3.25,,1,4.06,,1,6.88,,1,12.36
QF_BV/sage/app9/bench_866,,1,0.02,,1,0.04,,1,0.04,,1,0.04
QF_BV/sage/app9/bench_885,,3,1.34,,2,1.28,,2,2.46,,2,5.21
QF_BV/sage/app9/bench_919,,2,0.05,,2,0.1,,2,0.13,,2,0.17
QF_BV/sage/app9/bench_979,,1,0.04,,1,0.08,,1,0.09,,1,0.21
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,2,0.87,,2,3.9,,2,10.1,,2,24.48
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,2,0.84,,2,4.22,,2,11.66,,2,19.22
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,2,0.95,,2,3.61,,2,12.23,,2,20.99
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,3,22.36,,2,24.95,,2,38.52,,2,86.06
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,3,24.98,,2,28.9,,2,49.44,,2,101.76
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,3,24.83,,2,21.94,,2,38.89,,2,61.05
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,3,28.86,,2,25.6,,2,36.07,,2,43.56
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,3,24.57,,3,33.69,,2,34.75,,2,38.78
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,3,24.74,,2,25.31,,2,42.69,,2,85.94
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,2,0.56,,2,0.74,,2,1.18,,2,1.33
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,2,0.61,,2,0.82,,2,1.04,,2,1.76
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,2,0.88,,2,1.0,,2,1.33,,2,2.03
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,2,1.14,,2,1.18,,2,1.43,,2,2.86
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,2.66,,1,2.92,,1,2.93,,1,5.72
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,2,1.28,,2,1.33,,2,1.44,,2,2.82
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,1,0.87,,1,1.43,,1,1.7,,1,1.82
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,1,0.23,,1,0.37,,1,0.66,,1,0.53
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,1,0.25,,1,0.35,,1,0.41,,1,1.23
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,1,0.48,,1,0.53,,1,0.81,,1,1.01
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,1,0.76,,1,0.61,,1,0.92,,1,0.91
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,1,0.68,,1,0.73,,1,0.98,,1,2.35
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,2,1.35,,2,1.44,,2,1.44,,2,2.86
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,1,0.75,,1,0.86,,1,1.35,,1,1.47
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,1,0.86,,1,1.11,,1,0.8,,1,2.62
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,1,0.76,,1,0.75,,1,0.87,,1,3.18
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,1,0.82,,1,0.9,,1,0.86,,1,3.26
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,1,0.83,,1,0.88,,1,1.24,,1,3.75
QF_BV/tacas07/s-40-50-bv,,2,39.78,,2,39.91,,2,65.69,,2,89.34
,,,,,,,,,,,,
QF_ABV/bench_ab/a271test0009,,1,0.03,,1,0.05,,1,0.07,,1,0.11
QF_ABV/bench_ab/a283test0002,,1,0.02,,1,0.07,,1,0.04,,1,0.05
QF_ABV/bench_ab/a288test0004,,1,0.02,,1,0.05,,1,0.08,,1,0.13
QF_ABV/bench_ab/a296test0002,,1,0.32,,1,0.96,,1,2.05,,1,2.2
QF_ABV/bench_ab/a84test0002,,1,0.02,,1,0.03,,1,0.03,,1,0.07
QF_ABV/bench_ab/b264test0001,,1,0.04,,1,0.06,,1,0.07,,1,0.13
QF_ABV/bmc-arrays/ex20,,2,16.52,,2,16.43,,2,43.05,,2,33.48
QF_ABV/bmc-arrays/ex6,,4,0.28,,2,0.23,,2,0.32,,2,0.61
QF_ABV/bmc-arrays/inf4,,1,0.2,,1,0.37,,1,0.59,,1,0.92
QF_ABV/bmc-arrays/simple_control_on_input,,3,2.04,,2,2.82,,2,5.24,,2,8.53
QF_ABV/dwp_formulas/try3_noof_functions_dwp_cut.hash_get_entries.il.dwp,,2,15.33,,3,37.57,,3,53.71,,2,90.48
QF_ABV/dwp_formulas/try3_noof_functions_dwp_setuidgid.get_quoting_style.il.dwp,,5,0.12,,2,0.09,,3,0.16,,4,0.4
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_kill.close_stdout_set_file_name.il.dwp,,7,0.71,,4,0.68,,5,0.72,,3,1.23
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_hostid.set_quoting_style.il.fse-bfs,,2,0.27,,2,0.47,,2,0.98,,2,1.52
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.bkm_scale.il.fse-bfs,,3,0.47,,3,1.98,,2,2.5,,2,5.13
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.set_quoting_style.il.fse-bfs,,2,0.34,,2,0.48,,2,1.19,,2,1.65
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,4,0.27,,4,0.47,,5,0.45,,3,0.34
QF_ABV/dwp_formulas/try3_true_functions_dwp_expr.set_char_quoting.il.dwp,,4,0.36,,3,0.26,,2,0.22,,2,0.46
QF_ABV/dwp_formulas/try3_true_functions_dwp_split.set_char_quoting.il.dwp,,4,0.3,,3,0.27,,5,0.38,,3,0.38
QF_ABV/dwp_formulas/try3_true_functions_dwp_whoami.set_quoting_style.il.dwp,,7,0.19,,5,0.16,,3,0.15,,4,0.47
QF_ABV/dwp_formulas/try4_true_functions_dwp_nl.get_quoting_style.il.dwp,,5,0.12,,3,0.12,,3,0.15,,4,0.19
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_echo.set_quoting_style.il.dwp,,2,1.71,,2,3.43,,2,3.91,,2,9.26
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_factor.close_stdout_set_file_name.il.dwp,,2,0.28,,2,0.4,,2,0.42,,2,1.02
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_touch.close_stdout_set_file_name.il.fse-bfs,,2,0.16,,2,0.29,,2,0.3,,2,0.92
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_vdir.strmode.il.fse-bfs,,2,3.64,,2,7.4,,2,10.56,,2,28.26
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_mkdir.set_quoting_style.il.dwp,,7,0.23,,4,0.13,,4,0.18,,4,0.35
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.rev_xstrcoll_size.il.dwp,,2,4.02,,2,2.86,,2,4.79,,2,12.0
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.strcmp_ctime.il.dwp,,3,3.27,,3,4.16,,2,3.0,,2,9.64
QF_ABV/dwp_formulas/try5_small_noof_functions_wp_stat.set_char_quoting.il.wp,,2,2.17,,2,2.41,,2,3.25,,2,10.3
QF_ABV/egt/egt-0474,,1,0.05,,1,0.11,,1,0.12,,1,0.29
QF_ABV/egt/egt-1526,,1,0.04,,1,0.12,,1,0.15,,1,0.34
QF_ABV/egt/egt-1550,,1,0.06,,1,0.11,,1,0.14,,1,0.36
QF_ABV/egt/egt-4211,,1,0.07,,1,0.14,,1,0.14,,1,0.33
QF_ABV/egt/egt-6650,,1,0.05,,1,0.09,,1,0.09,,1,0.13
QF_ABV/egt/egt-7155,,--,--,,1,0.2,,1,0.16,,--,--
QF_ABV/platania/no_init_simple_member/no_init_simple_member2,,--,--,,2,0.22,,2,0.26,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021458_0x7c80a939_00,,2,1.04,,2,1.38,,2,1.69,,2,2.74
QF_ABV/stp_samples/run_00000.trace.cond_021487_0x7c80aacd_00,,2,1.3,,2,1.13,,2,2.24,,2,4.63
QF_ABV/stp_samples/run_00000.trace.cond_021513_0x7c80ab56_00,,2,1.51,,2,1.6,,2,1.44,,2,3.59
QF_ABV/stp_samples/run_00000.trace.cond_021516_0x7c80ab62_00,,2,1.4,,2,1.35,,2,2.63,,2,2.87
QF_ABV/stp_samples/run_00000.trace.cond_021524_0x7c80ab81_00,,2,1.38,,2,1.29,,2,2.34,,2,2.7
QF_ABV/stp_samples/run_00000.trace.cond_021528_0x7c80ab8f_00,,2,1.56,,2,1.45,,2,2.25,,2,4.89
QF_ABV/stp_samples/run_00000.trace.cond_021530_0x7c80ab96_00,,2,1.08,,2,1.27,,2,2.04,,2,2.91
QF_ABV/stp_samples/run_00000.trace.cond_021534_0x7c80aba4_00,,2,1.51,,2,1.44,,2,2.53,,2,5.99
QF_ABV/stp_samples/run_00000.trace.cond_022152_0x7c80a939_00,,2,1.55,,2,1.48,,2,2.73,,2,2.66
QF_ABV/stp_samples/run_00000.trace.cond_022198_0x7c80ab39_00,,2,1.54,,2,1.78,,2,2.38,,2,3.14
QF_ABV/stp_samples/run_00000.trace.cond_022207_0x7c80ab56_00,,2,1.53,,2,1.45,,2,2.38,,2,4.7
QF_ABV/stp_samples/run_00000.trace.cond_022301_0x9503aad_00,,2,1.75,,2,1.92,,2,2.65,,2,5.95
QF_ABV/stp_samples/run_00000.trace.cond_022628_0x9502edb_00,,2,1.77,,2,1.96,,2,1.95,,2,5.28
QF_ABV/stp_samples/run_00000.trace.cond_022643_0x9502eaf_00,,2,2.56,,2,2.67,,2,2.95,,2,4.24
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__014071,,2,0.57,,2,0.55,,2,0.83,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015045,,1,0.45,,1,0.6,,1,0.7,,1,1.25
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015532,,1,0.57,,1,0.7,,1,1.02,,1,1.33
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__016019,,1,0.71,,1,0.68,,1,1.22,,1,2.97
QF_ABV/stp_samples/run_00007.trace.cond_014512_0x950130a_00,,2,0.57,,2,0.76,,2,0.82,,2,1.66
QF_ABV/stp_samples/run_00007.trace.cond_014534_0x95026e6_00,,2,0.77,,2,0.77,,2,1.15,,2,1.67
,,,,,,,,,,,,
